Descrição;Preço;Estrelas;TotalReviews;URL;Loja;Categoria
Notebook Ultra UB420 Intel Core i3 4GB;2429.1;5;0;https://www.magazineluiza.com.br/notebook-ultra-ub420-intel-core-i3-4gb-120gb-ssd-141-full-hd-windows-10/p/230022200/in/ntmk/;Megazine Luiza;Notebook
Notebook Acer Aspire 3 A315-56-3090 Intel Core i3;3149.1;4;110;https://www.magazineluiza.com.br/notebook-acer-aspire-3-a315-56-3090-intel-core-i3-8gb-256gb-ssd-156-led-windows-10/p/226497400/in/ntmk/;Megazine Luiza;Notebook
Notebook Positivo Motion Gray C4128E Intel Celeron;1799.1;3;29;https://www.magazineluiza.com.br/notebook-positivo-motion-gray-c4128e-intel-celeron-dual-core-4gb-128gb-ssd-141-led-windows-10/p/228001000/in/note/;Megazine Luiza;Notebook
"Notebook 2 em 1 Dell Inspiron 5406-M30S 14"" Full HD Touch 11ª Geração Intel Core i7 8GB 256GB SSD Windows 10 McAfee";5579.1;4;21;https://www.magazineluiza.com.br/notebook-2-em-1-dell-inspiron-5406-m30s-14-full-hd-touch-11a-geracao-intel-core-i7-8gb-256gb-ssd-windows-10-mcafee/p/kj1a3318f7/in/nodl/;Megazine Luiza;Notebook
Notebook Samsung Book NP550XDA-KO1BR;2024.1;1;10;https://www.magazineluiza.com.br/notebook-samsung-book-np550xda-ko1br-intel-celeron-4gb-500gb-156-full-hd-led/p/135311100/in/note/;Megazine Luiza;Notebook
Notebook Positivo Motion Gray Q4128C-S Intel Atom;1979.1;3;22;https://www.magazineluiza.com.br/notebook-positivo-motion-gray-q4128c-s-intel-atom-4gb-128gb-emmc-141-led-windows-10/p/135295100/in/ptvm/;Megazine Luiza;Notebook
Notebook Dell Inspiron 3000 3501-A70P Intel Core;4229.1;4;5;https://www.magazineluiza.com.br/notebook-dell-inspiron-3000-3501-a70p-intel-core-i7-8gb-256gb-ssd-156-placa-nvidia-2g-windows-10/p/228096700/in/nodl/;Megazine Luiza;Notebook
Notebook Samsung Book NP550XDA-KT1BR Intel Core i3;2789.1;2;14;https://www.magazineluiza.com.br/notebook-samsung-book-np550xda-kt1br-intel-core-i3-4gb-1tb-156-full-hd-led-windows-10/p/135311200/in/note/;Megazine Luiza;Notebook
Notebook Lenovo Ideapad S145 82DJ0003BR Intel Core;3329.1;3;16;https://www.magazineluiza.com.br/notebook-lenovo-ideapad-s145-82dj0003br-intel-core-i5-8gb-256gb-ssd-lcd-15-6-hd-windows-10/p/227907200/in/ntmk/;Megazine Luiza;Notebook
"Notebook Dell Inspiron i3501-M20P 15.6"" HD 10ª Geração Intel Core i3 4GB 128GB SSD Windows 10 Preto";2969.1;4;27;https://www.magazineluiza.com.br/notebook-dell-inspiron-i3501-m20p-15-6-hd-10a-geracao-intel-core-i3-4gb-128gb-ssd-windows-10-preto/p/keg58g0hdb/in/nodl/;Megazine Luiza;Notebook
Notebook Intel Atom 2GB RAM 64GB Multilaser Legacy Cloud PC134 Windows 10 Home Cinza;1457.1;5;0;https://www.magazineluiza.com.br/notebook-intel-atom-2gb-ram-64gb-multilaser-legacy-cloud-pc134-windows-10-home-cinza/p/ea4484ab5f/in/ntmk/;Megazine Luiza;Notebook
Notebook Gamer Acer Nitro 5 AN515-54-574Q Intel Core i5 8GB 512GB SSD GTX 1650 15.6' Full HD Endless;5224.05;4;1;https://www.magazineluiza.com.br/notebook-gamer-acer-nitro-5-an515-54-574q-intel-core-i5-8gb-512gb-ssd-gtx-1650-15-6-full-hd-endless/p/gkkkd2b07f/in/ntbg/;Megazine Luiza;Notebook
Macbook Air 13,3” Apple M1 8GB;9143.1;5;2;https://www.magazineluiza.com.br/macbook-air-133-apple-m1-8gb-256gb-ssd-prateado/p/227625500/in/ntmk/;Megazine Luiza;Notebook
Notebook Gamer Acer Nitro 5 AN515-43-R59W AMD R5;5399.1;4;20;https://www.magazineluiza.com.br/notebook-gamer-acer-nitro-5-an515-43-r59w-amd-r5-8gb-1tb-128gb-ssd-156-fullhd-nvidia-gtx-1650-4gb/p/226497700/in/acnt/;Megazine Luiza;Notebook
"Notebook Asus,Intel Celeron N4020 Dual Core, 4GB,128GB eMMC,Tela 15,6"",Intel UHD600,Windows 10 Pro,Black- E510MA-BR295R";2394.0;4;9;https://www.magazineluiza.com.br/notebook-asus-intel-celeron-n4020-dual-core-4gb-128gb-emmc-tela-156-intel-uhd600-windows-10-pro-black-e510ma-br295r/p/fgk07b3b48/in/ntmk/;Megazine Luiza;Notebook
Notebook Dell Inspiron 3000 3501-A46p;3599.1;5;0;https://www.magazineluiza.com.br/notebook-dell-inspiron-3000-3501-a46p-intel-core-i5-8gb-256gb-ssd-156-windows-10/p/232441100/in/nodl/;Megazine Luiza;Notebook
"Notebook Positivo Motion Q464C Intel Atom Quad-Core Windows 10 Home 14.1"" - Dourado";1749.0;4;5;https://www.magazineluiza.com.br/notebook-positivo-motion-q464c-intel-atom-quad-core-windows-10-home-14-1-dourado/p/ceg7862j93/in/note/;Megazine Luiza;Notebook
"Notebook Ultrafino Dell Inspiron i5402-M40S 14"" Full HD 11ª Ger. Intel Core i7 16GB 512GB SSD NVIDIA GeForce Windows 10";6029.1;4;37;https://www.magazineluiza.com.br/notebook-ultrafino-dell-inspiron-i5402-m40s-14-full-hd-11a-ger-intel-core-i7-16gb-512gb-ssd-nvidia-geforce-windows-10/p/kd12kb2h64/in/nodl/;Megazine Luiza;Notebook
Notebook Gamer Lenovo ideapad Gaming 3i 82CG0002BR;4769.1;4;4;https://www.magazineluiza.com.br/notebook-gamer-lenovo-ideapad-gaming-3i-82cg0002br-intel-core-i5-8gb-256gb-ssd-156-full-hd/p/228769100/in/ntbg/;Megazine Luiza;Notebook
Notebook Asus M515DA-EJ502T AMD Ryzen 5 8GB;3419.1;4;51;https://www.magazineluiza.com.br/notebook-asus-m515da-ej502t-amd-ryzen-5-8gb-256gb-156-full-hd-windows-10/p/135308500/in/ntmk/;Megazine Luiza;Notebook
Notebook Gamer Acer 9º Geração Intel Core i5-9300H 8GB HD 1T+128SSD GeForceGTX1650 Tela 15.6 Polegadas;5273.68;4;1;https://www.magazineluiza.com.br/notebook-gamer-acer-9o-geracao-intel-core-i5-9300h-8gb-hd-1t-128ssd-geforcegtx1650-tela-15-6-polegadas/p/aec0k191k6/in/ntbg/;Megazine Luiza;Notebook
"Notebook Ultrafino Dell Inspiron i5502-M10S 15.6"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";4589.1;4;25;https://www.magazineluiza.com.br/notebook-ultrafino-dell-inspiron-i5502-m10s-15-6-full-hd-11a-geracao-intel-core-i5-8gb-256gb-ssd-windows-10-prata/p/fh2kee0fa2/in/nodl/;Megazine Luiza;Notebook
"Kit Notebook Dell Inspiron i3501-M10PF 15.6"" HD 11ª Geração Intel Pentium Gold 4GB 128GB SSD Windows 10 Microsoft 365";2789.1;4;6;https://www.magazineluiza.com.br/kit-notebook-dell-inspiron-i3501-m10pf-15-6-hd-11a-geracao-intel-pentium-gold-4gb-128gb-ssd-windows-10-microsoft-365/p/db6jdg49d1/in/nodl/;Megazine Luiza;Notebook
Notebook Multilaser Legacy Book PC310;1394.1;3;2;https://www.magazineluiza.com.br/notebook-multilaser-legacy-book-pc310-intel-pentium-4gb-64gb-emmc-14-led-windows-10/p/230220800/in/ntmk/;Megazine Luiza;Notebook
"Notebook Dell Inspiron 3501-M46P 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows Preto";3959.1;5;0;https://www.magazineluiza.com.br/notebook-dell-inspiron-3501-m46p-15-6-hd-10a-geracao-intel-core-i5-8gb-256gb-ssd-windows-preto/p/bad1cd297a/in/nodl/;Megazine Luiza;Notebook
"Notebook Ultrafino Dell Inspiron i5402-M10S 14"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";4589.1;4;8;https://www.magazineluiza.com.br/notebook-ultrafino-dell-inspiron-i5402-m10s-14-full-hd-11a-geracao-intel-core-i5-8gb-256gb-ssd-windows-10-prata/p/gf6c32eb23/in/nodl/;Megazine Luiza;Notebook
Notebook Ultra UB320 Intel Pentium;1529.1;4;10;https://www.magazineluiza.com.br/notebook-ultra-ub320-intel-pentium-quad-core-4gb-120gb-ssd-141-hd-lcd/p/230022400/in/ntmk/;Megazine Luiza;Notebook
Notebook 2AM E550 CI716256GBW10 Intel Core i7 16GB;5849.1;5;0;https://www.magazineluiza.com.br/notebook-2am-e550-ci716256gbw10-intel-core-i7-16gb-256gb-ssd-156-full-hd-lcd-placa-de-video-3gb/p/230022600/in/ntbg/;Megazine Luiza;Notebook
Notebook Ultra UB522 Intel Core i5 8GB;2969.1;5;0;https://www.magazineluiza.com.br/notebook-ultra-ub522-intel-core-i5-8gb-240gb-ssd-156-full-hd-lcd-windows-10/p/230022500/in/ntmk/;Megazine Luiza;Notebook
Notebook Samsung Book Intel Core i5, 8GB, 256GB SSD, Intel Iris Xe, 15.6'' Full HD LED;3609.05;5;0;https://www.magazineluiza.com.br/notebook-samsung-book-intel-core-i5-8gb-256gb-ssd-intel-iris-xe-15-6-full-hd-led/p/fa6b501bae/in/note/;Megazine Luiza;Notebook
Chromebook Lenovo 100E 81MA001TBR Intel Celeron;1619.1;5;3;https://www.magazineluiza.com.br/chromebook-lenovo-100e-81ma001tbr-intel-celeron-4gb-32gb-emmc-116-chrome-os/p/228517100/in/chro/;Megazine Luiza;Notebook
Notebook Gamer Predator Helios 300 PH315-53-75N8 Intel Core i7 Windows 10 Home 16GB 512GB SSD RTX 2060 15,6';8549.05;5;1;https://www.magazineluiza.com.br/notebook-gamer-predator-helios-300-ph315-53-75n8-intel-core-i7-windows-10-home-16gb-512gb-ssd-rtx-2060-156-acer/p/eb303bj99b/in/pcgm/;Megazine Luiza;Notebook
Notebook Samsung Book Intel Core i3-1115G4, Windows 10 Home, 4GB, 1TB,  15.6'' Full HD LED;2944.05;5;0;https://www.magazineluiza.com.br/notebook-samsung-book-intel-core-i3-1115g4-windows-10-home-4gb-1tb-15-6-full-hd-led/p/df8602f7c7/in/ntmk/;Megazine Luiza;Notebook
"Notebook 13.3"" flash f30 celeron n4000, 4gb, 64gb, windows 10 aquarela - np530xbb-ad3  SAMSUNG";2811.06;4;15;https://www.magazineluiza.com.br/notebook-13-3-flash-f30-celeron-n4000-4gb-64gb-windows-10-aquarela-np530xbb-ad3-samsung/p/eh59h3c9ee/in/ntmk/;Megazine Luiza;Notebook
"Notebook Intel Atom Quad Core 4GB RAM 64GB eMMC Positivo Motion Q464C 14,1"" Windows 10 Home";1518.3;4;18;https://www.magazineluiza.com.br/notebook-intel-atom-quad-core-4gb-ram-64gb-emmc-positivo-motion-q464c-141-windows-10-home/p/dj1ja5bbkh/in/ptvm/;Megazine Luiza;Notebook
Notebook Acer Aspire 5 A514-53G-51BK Intel Core i5 Windows 10 Home 8GB 256GB SSD MX350 14';3704.05;4;13;https://www.magazineluiza.com.br/notebook-acer-aspire-5-a514-53g-51bk-intel-core-i5-windows-10-home-8gb-256gb-ssd-mx350-14/p/djahdckd0k/in/ntmk/;Megazine Luiza;Notebook
"Notebook Lenovo Ultrafino IdeaPad 3i i3-10110U 4GB 1TB Windows 10 15.6"" 82BS0002BR Prata";2789.1;5;0;https://www.magazineluiza.com.br/notebook-lenovo-ultrafino-ideapad-3i-i3-10110u-4gb-1tb-windows-10-15-6-82bs0002br-prata/p/gj30cbba63/in/ntmk/;Megazine Luiza;Notebook
Macbook Air 13,3” Apple M1 8GB;8549.1;5;4;https://www.magazineluiza.com.br/macbook-air-133-apple-m1-8gb-256gb-ssd-cinza-espacial/p/227625300/in/mack/;Megazine Luiza;Notebook
"Notebook Dell Inspiron i3501-M25P 15.6"" HD 10ª Geração Intel Core i3 4GB 256GB SSD Windows 10 Preto";3149.1;4;48;https://www.magazineluiza.com.br/notebook-dell-inspiron-i3501-m25p-15-6-hd-10a-geracao-intel-core-i3-4gb-256gb-ssd-windows-10-preto/p/ak1f3cjcch/in/nodl/;Megazine Luiza;Notebook
Notebook Samsung Book NP550XDA-KF4BR Intel Core i5;3284.1;3;4;https://www.magazineluiza.com.br/notebook-samsung-book-np550xda-kf4br-intel-core-i5-8gb-1tb-156-full-hd-led-windows-10/p/228722200/in/note/;Megazine Luiza;Notebook
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD Windows 10 15.6"" Prata";3305.05;5;0;https://www.magazineluiza.com.br/notebook-lenovo-ultrafino-ideapad-3i-intel-core-i5-10210u-8gb-256gb-ssd-windows-10-15-6-prata/p/bacf1241gb/in/ntmk/;Megazine Luiza;Notebook
Notebook Compaq Presario 450 Intel Core i5 8GB;2969.1;5;0;https://www.magazineluiza.com.br/notebook-compaq-presario-450-intel-core-i5-8gb-240gb-ssd-141-led-windows-10/p/230410600/in/ntmk/;Megazine Luiza;Notebook
Notebook Gamer Acer Aspire Nitro 5 AN515-44-R8HN;5849.1;4;9;https://www.magazineluiza.com.br/notebook-gamer-acer-aspire-nitro-5-an515-44-r8hn-amd-ryzen-7-8gb-512gb-ssd-156-nvidia-gtx-1650ti/p/230419500/in/pcgm/;Megazine Luiza;Notebook
"Notebook Intel Core I3 4GB RAM 1TB Ultra UB422 Tela 14.1"" Full HD Linux Prata";2321.1;4;1;https://www.magazineluiza.com.br/notebook-intel-core-i3-4gb-ram-1tb-ultra-ub422-tela-14-1-full-hd-linux-prata-multilaser/p/hc30c48bdb/in/ntmk/;Megazine Luiza;Notebook
Notebook Vaio FE15 VJFE53F11X-B0711H;4499.1;5;0;https://www.magazineluiza.com.br/notebook-vaio-fe15-vjfe53f11x-b0711h-intel-core-i7-8gb-256gb-ssd-156-led-windows-10/p/227903800/in/fe15/;Megazine Luiza;Notebook
Notebook Ultra UB423 Intel Core i3 4GB;2339.1;5;0;https://www.magazineluiza.com.br/notebook-ultra-ub423-intel-core-i3-4gb-120gb-ssd-141-full-hd-lcd-linux/p/230022300/in/ntmk/;Megazine Luiza;Notebook
Notebook 2 em 1 Positivo Duo C464C 4GB 64GB Tela FHD, IPS, Touch com caneta Windows 10 Home Cinza;1999.0;4;3;https://www.magazineluiza.com.br/notebook-2-em-1-positivo-duo-c464c-4gb-64gb-tela-fhd-ips-touch-com-caneta-windows-10-home-cinza/p/kdj5ek3k70/in/n2e1/;Megazine Luiza;Notebook
Notebook Intel Pentium 4GB RAM 64GB Multilaser Legacy Book PC311 Windows 10 Home Preto;1439.1;5;0;https://www.magazineluiza.com.br/notebook-intel-pentium-4gb-ram-64gb-multilaser-legacy-book-pc311-windows-10-home-preto/p/he45710845/in/ntmk/;Megazine Luiza;Notebook
"Kit Notebook Dell Inspiron i3501-M10PC 15.6"" HD 11ª Geração Intel Pentium Gold 4GB 128GB SSD Windows 10 + Capa Essential";2987.1;5;1;https://www.magazineluiza.com.br/kit-notebook-dell-inspiron-i3501-m10pc-15-6-hd-11a-geracao-intel-pentium-gold-4gb-128gb-ssd-windows-10-capa-essential/p/cjd43f9jfe/in/nodl/;Megazine Luiza;Notebook
Notebook Acer Aspire 5 A514-54G-54Y4 Intel Core i5 11ª Gen Windows 10 Home 8GB 256GB SSD MX350 14' Full HD;4369.05;5;0;https://www.magazineluiza.com.br/notebook-acer-aspire-5-a514-54g-54y4-intel-core-i5-11a-gen-windows-10-home-8gb-256gb-ssd-mx350-14-full-hd/p/bfc85k5akg/in/ntmk/;Megazine Luiza;Notebook
"Notebook Dell Inspiron 3501-U41P 15.6"" HD 10ª Geração Intel Core i5 4GB 256GB SSD Linux Preto";3464.1;5;0;https://www.magazineluiza.com.br/notebook-dell-inspiron-3501-u41p-15-6-hd-10a-geracao-intel-core-i5-4gb-256gb-ssd-linux-preto/p/ed3abfjac5/in/nodl/;Megazine Luiza;Notebook
Notebook Lenovo IdeaPad Intel Celeron 3i 128GB 4GB RAM SSD Tela 15.6 Windows 10 82BU0001BR;2399.0;5;0;https://www.magazineluiza.com.br/notebook-lenovo-ideapad-intel-celeron-3i-128gb-4gb-ram-ssd-tela-15-6-windows-10-82bu0001br/p/kh6e79e3jg/in/note/;Megazine Luiza;Notebook
"Notebook Samsung Flash F30 Aquarela 64GB SSD, Memória 4GB, Processador Intel Celeron, Tela 13.3"" Full HD";2852.27;5;0;https://www.magazineluiza.com.br/notebook-samsung-flash-f30-aquarela-64gb-ssd-memoria-4gb-processador-intel-celeron-tela-13-3-full-hd/p/cag6g57bb3/in/ntmk/;Megazine Luiza;Notebook
Notebook Intel Atom 2GB RAM 64GB Multilaser Legacy Cloud PC135 Windows 10 Home Vermelho;1484.1;5;0;https://www.magazineluiza.com.br/notebook-intel-atom-2gb-ram-64gb-multilaser-legacy-cloud-pc135-windows-10-home-vermelho/p/ddjf1b1f2f/in/ntmk/;Megazine Luiza;Notebook
"Notebook Acer Aspire 3 A315-23-R6M7 AMD Ryzen 5 Windows 10 Home 8GB 256GB SSD 15.6"" Preto";3324.05;5;0;https://www.magazineluiza.com.br/notebook-acer-aspire-3-a315-23-r6m7-amd-ryzen-5-windows-10-home-8gb-256gb-ssd-15-6-preto/p/dbg4c6ggk5/in/ntmk/;Megazine Luiza;Notebook
"Notebook Dell Inspiron i3501-U20P 15.6"" HD 10ª Geração Intel Core i3 4GB 128GB SSD Linux Preto";2834.1;4;15;https://www.magazineluiza.com.br/notebook-dell-inspiron-i3501-u20p-15-6-hd-10a-geracao-intel-core-i3-4gb-128gb-ssd-linux-preto/p/gfjea629gb/in/nodl/;Megazine Luiza;Notebook
"Notebook Samsung Flash F30 Grafite 64GB SSD, Memória 4GB, Processador Intel Celeron, Tela 13.3"" Full HD";2852.27;5;0;https://www.magazineluiza.com.br/notebook-samsung-flash-f30-grafite-64gb-ssd-memoria-4gb-processador-intel-celeron-tela-13-3-full-hd/p/ea899a26ce/in/ntmk/;Megazine Luiza;Notebook
Macbook Pro 13,3” Apple M1 8GB;10934.1;5;0;https://www.magazineluiza.com.br/macbook-pro-133-apple-m1-8gb-256gb-ssd-prateado/p/227626500/in/mack/;Megazine Luiza;Notebook
"Notebook Acer Aspire A315-23-R3L9 Tela 15.6"" R7 256GB SSD 8GB RAM Windows 10";3609.05;5;0;https://www.magazineluiza.com.br/notebook-acer-aspire-a315-23-r3l9-tela-15-6-r7-256gb-ssd-8gb-ram-windows-10/p/gf63c8j9d8/in/ntmk/;Megazine Luiza;Notebook
Notebook Acer Aspire 5 A515-54-55L0 Intel Core i5;3329.1;5;0;https://www.magazineluiza.com.br/notebook-acer-aspire-5-a515-54-55l0-intel-core-i5-8gb-256gb-ssd-156-full-hd-led-windows-10/p/231776700/in/ntmk/;Megazine Luiza;Notebook
Notebook Compaq Presario CQ-25 14 HD Pentium N3700 120GB SSD 4GB Win10 Home;1700.1;5;3;https://www.magazineluiza.com.br/notebook-compaq-presario-cq-25-14-hd-pentium-n3700-120gb-ssd-4gb-win10-home/p/hdb9cb2684/in/ntmk/;Megazine Luiza;Notebook
"Notebook Lenovo Celeron IdeaPad 3i-15IGL, Tela de 15,6"", Intel Celeron, Linux, HD 500GB, 4GB RAM, Prata";2564.05;5;0;https://www.magazineluiza.com.br/notebook-lenovo-celeron-ideapad-3i-15igl-tela-de-156-intel-celeron-linux-hd-500gb-4gb-ram-prata/p/hc76gag321/in/ntmk/;Megazine Luiza;Notebook
"Notebook Dell Inspiron 3501-U46P 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Linux Preto";3644.1;5;0;https://www.magazineluiza.com.br/notebook-dell-inspiron-3501-u46p-15-6-hd-10a-geracao-intel-core-i5-8gb-256gb-ssd-linux-preto/p/ej982kf656/in/nodl/;Megazine Luiza;Notebook
Notebook Acer Aspire 5 A514-53-32LB Intel Core I3 Windows 10 Home 4GB RAM 128GB SSD 14.0';2849.05;4;15;https://www.magazineluiza.com.br/notebook-acer-aspire-5-a514-53-32lb-intel-core-i3-windows-10-home-4gb-ram-128gb-ssd-14-0/p/kcdc8kka4e/in/note/;Megazine Luiza;Notebook
Notebook Positivo Motion Grey 14 HD Celeron N3350 1TB 4GB Linux C41TEI;1790.1;5;1;https://www.magazineluiza.com.br/notebook-positivo-motion-grey-14-hd-celeron-n3350-1tb-4gb-linux-c41tei/p/ecc50634d0/in/ptvm/;Megazine Luiza;Notebook
Notebook Acer Aspire 3 15.6 HD i5-1035G1 256GB SSD 4GB Gray Endless OS;3077.1;5;0;https://www.magazineluiza.com.br/notebook-acer-aspire-3-15-6-hd-i5-1035g1-256gb-ssd-4gb-gray-endless-os/p/hk12ch034g/in/ntmk/;Megazine Luiza;Notebook
"Notebook Asus, Intel Celeron Dual Core N4020,4GB, 128GB eMMC,Tela 15,6"",Intel UHD600,Windows 10 Pro, Blue- E510MA-BR352R";2299.0;5;0;https://www.magazineluiza.com.br/notebook-asus-intel-celeron-dual-core-n40204gb-128gb-emmc-tela-156-intel-uhd600-windows-10-pro-blue-e510ma-br352r/p/ga8b68d9j6/in/ntmk/;Megazine Luiza;Notebook
Notebook Samsung, Intel Core i7 10510U,16GB,1TB+128GB SSD,Tela 15,6 ,NVIDIA GeForceMX110,Prata,Book X55-NP550XCJ-XS2BR;6299.0;4;55;https://www.magazineluiza.com.br/notebook-samsung-intel-core-i7-10510u-16gb-1tb-128gb-ssd-tela-156-nvidia-geforcemx110-prata-book-x55-np550xcj-xs2br/p/eab0c7ch97/in/ntmk/;Megazine Luiza;Notebook
"Notebook HP 256-G8, Core i5, 16GB, 256GB SSD, Tela de 15"", Windows 10 Home - 4E3P9LA";4091.07;5;0;https://www.magazineluiza.com.br/notebook-hp-256-g8-core-i5-16gb-256gb-ssd-tela-de-15-windows-10-home-4e3p9la/p/jh5ebje980/in/ntmk/;Megazine Luiza;Notebook
