Descrição,Preço,Estrelas,TotalReviews,Url
"Smartphone Realme 7 Dual Sim LTE 6.5"" 8GB/128GB Mist Blue RMX2151","R$ 1.601,49","4,7 de 5 estrelas",101,https://www.amazon.com.br/Smartphone-Realme-Dual-128GB-RMX2151/dp/B08Y62H8HX/ref=sr_1_51?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878147&sr=8-51&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Redmi 9A,"R$ 769,00","4,6 de 5 estrelas",1.640,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Vers%C3%A3o-Global/dp/B08CGXVPXW/ref=sr_1_52?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878147&sr=8-52&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 8 (2021) 64GB Branco,"R$ 1.210,00","4,7 de 5 estrelas",36,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-Branco/dp/B0968GMB77/ref=sr_1_54?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878147&sr=8-54&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Poco M3 64GB 4GB Ram Versão Global Preto,"R$ 1.179,00","4,7 de 5 estrelas",596,https://www.amazon.com.br/Xiaomi-Poco-Vers%C3%A3o-Global-Preto/dp/B08N5DK9SZ/ref=sr_1_55?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878147&sr=8-55&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 10s 64gb/6gb Pebble White,"R$ 1.549,90","4,4 de 5 estrelas",98,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Pebble-White/dp/B097CM3MFR/ref=sr_1_56?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878147&sr=8-56&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
KKmoon Lente de telefoto para smartphone óptico de zoom 8X Lente de telescópio para celular portátil com clipe universal para iPhone Samsung HUAWEI Xiaomi HTC maioria dos telefones,"R$ 63,99","1,0 de 5 estrelas",1,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A02447462X60CB626711H&url=%2Ftelefoto-smartphone-telesc%25C3%25B3pio-universal-telefones%2Fdp%2FB08K463LL6%2Fref%3Dsr_1_57_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878147%26sr%3D8-57-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1633878147&id=3195731983587531&widgetName=sp_btf
Miaoqian Adaptador de montagem de tripé de telefone celular Suporte dobrável para telefone portátil Clip para smartphone com braçadeira ajustável Cabeça giratória de interface de 1/4 de polegada,"R$ 58,32",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A00418692W2G0H93XZ7C7&url=%2FMiaoqian-Adaptador-smartphone-bra%25C3%25A7adeira-ajust%25C3%25A1vel%2Fdp%2FB09BZ3DRT6%2Fref%3Dsr_1_58_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878147%26sr%3D8-58-spons%26psc%3D1&qualifier=1633878147&id=3195731983587531&widgetName=sp_btf
"Microfone, EY-510A Mini portátil Clip-on Lapel Lavalier Microfone com fio com fio para iPad Android Smartphone DSLR Câmera Computador PC Laptop","R$ 65,31",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0193319224QYWLHCUSZ7&url=%2FMicrofone-port%25C3%25A1til-Lavalier-Smartphone-Computador%2Fdp%2FB09BZ82N3W%2Fref%3Dsr_1_59_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878147%26sr%3D8-59-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1633878147&id=3195731983587531&widgetName=sp_btf
Miaoqian Mini tripé de mesa portátil de 53 cm / 21 pol. Com cabeça esférica e placa de liberação rápida para câmera DSLR smartphone DV,"R$ 414,62",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03763042X8WIM1AVC278&url=%2FMiaoqian-port%25C3%25A1til-esf%25C3%25A9rica-libera%25C3%25A7%25C3%25A3o-smartphone%2Fdp%2FB09BZ5WFVP%2Fref%3Dsr_1_60_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878147%26sr%3D8-60-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1633878147&id=3195731983587531&widgetName=sp_btf
Domary Mini teclado virtual de toque portátil e mouse mouse BT QWERTY Projeção para smartphone/PC/tablets,"R$ 445,67",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A06609031Q86LQS2917BV&url=%2FDomary-teclado-port%25C3%25A1til-Proje%25C3%25A7%25C3%25A3o-smartphone%2Fdp%2FB09FT317TN%2Fref%3Dsr_1_49_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-49-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_atf_next
Estabilizador de suporte portátil para smartphone portátil BT selfie Stick retrátil dobrável embutido em tripé luz de preenchimento com cabo de carregamento USB,"R$ 349,69",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A00771391CVXYCMG0O3Y3&url=%2FEstabilizador-port%25C3%25A1til-smartphone-preenchimento-carregamento%2Fdp%2FB09FSRL7JN%2Fref%3Dsr_1_50_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-50-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_atf_next
P1 Smartphone Selfie Shooting Gimbal AI Smart Follow-Up Estabilizador de telefone móvel 360 graus Suporte de rastreamento de objetos para vlog de transmissão ao vivo,"R$ 345,95",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A04614572N90EV8XRX3J8&url=%2FSmartphone-Follow-Up-Estabilizador-rastreamento-transmiss%25C3%25A3o%2Fdp%2FB09FSS9LCZ%2Fref%3Dsr_1_51_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-51-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_atf_next
Kit Capa E Película Para Asus Zenfone Live L1 Za550kl Tela 5.5Capinha Case Transparente Air Anti Impacto e Película De Vidro Temperado - Danet,"R$ 39,99","4,1 de 5 estrelas",56,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0034079YZE47D4OARFY&url=%2FPel%25C3%25ADcula-Zenfone-Za550kl-Transparente-Temperado%2Fdp%2FB07QCQW8TW%2Fref%3Dsr_1_52_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-52-spons%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_atf_next
Smartphone Positivo Twist 3 Fit S509C 32GB Dual Chip 5” - Dourado,"R$ 524,90","3,1 de 5 estrelas",543,https://www.amazon.com.br/Smartphone-Positivo-Twist-Fit-Processador/dp/B084B42DNV/ref=sr_1_53?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-53&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Redmi Note 10 4GB+64GB Versão global Onyx Gray,"R$ 1.554,99","4,7 de 5 estrelas",2.307,https://www.amazon.com.br/Xiaomi-Redmi-Note-Vers%C3%A3o-global/dp/B08YFLGZB4/ref=sr_1_54?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-54&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"ASUS Zenfone Max Pro M2 - 6GB 64GB , Titanium","R$ 1.015,00","4,4 de 5 estrelas",119,https://www.amazon.com.br/Zenfone-Max-Pro-M2-6GB-64GB/dp/B082D4V3V2/ref=sr_1_55?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-55&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Poco M3 128GB 4GB Ram Versão Global Azul,"R$ 1.369,00","4,6 de 5 estrelas",788,https://www.amazon.com.br/Xiaomi-Poco-128GB-Vers%C3%A3o-Global/dp/B08N5DD6RN/ref=sr_1_57?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-57&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"CELULAR 3G 32GB TELA 5'' P9128 PRETO, Multilaser","R$ 405,90","3,8 de 5 estrelas",132,https://www.amazon.com.br/CELULAR-32GB-P9128-PRETO-Multilaser/dp/B08D4V9B8K/ref=sr_1_58?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-58&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 8 4GB Ram Tela 6.3 64GB Camera Quad 48+8+2+2MP - Azul,"R$ 1.174,90","4,7 de 5 estrelas",3.913,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-Camera/dp/B07Z59KLZQ/ref=sr_1_59?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-59&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Mi 11 Lite 128gb 6gb RAM - Boba Black - Preto,"R$ 2.187,00","4,7 de 5 estrelas",347,https://www.amazon.com.br/Smartphone-Lite-128gb-6gb-RAM/dp/B08ZN79TJ7/ref=sr_1_60?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-60&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Samsung Galaxy A01 Core 32GB Tela 5.3"" Camera 8MP Preto","R$ 722,00","4,5 de 5 estrelas",106,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-Camera-Preto/dp/B08G5D9H6V/ref=sr_1_61?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-61&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Samsung Galaxy A21s, 64GB - Branco","R$ 1.906,38","4,8 de 5 estrelas",157,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-A21s-64GB/dp/B089RR5G7G/ref=sr_1_62?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-62&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Motorola XT2083 Moto G9 Play 64GB Verde Turquesa Tela 6.5"" Câmera 48 MP 2 MP 2 MP","R$ 1.188,00","4,7 de 5 estrelas",63,https://www.amazon.com.br/Smartphone-Motorola-XT2083-Turquesa-C%C3%A2mera/dp/B08KFMJH2Q/ref=sr_1_63?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-63&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Moto G9 Play Azul Safira, com Tela de 6,5, 4G, 64GB e Câmera de 48MP + 2MP + 2MP - XT2083-1""","R$ 1.102,90","4,6 de 5 estrelas",115,https://www.amazon.com.br/Smartphone-Moto-G9-Play-Safira/dp/B08NFKJ67B/ref=sr_1_64?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-64&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"CELULAR SMARTPHONE E 3G 32GB P9129 DOURADO, Multilaser","R$ 502,90","3,9 de 5 estrelas",17,https://www.amazon.com.br/CELULAR-SMARTPHONE-P9129-DOURADO-Multilaser/dp/B08D52SL7Y/ref=sr_1_66?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-66&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Redmi 9T 6GB+128GB LTE Carbon Gray (CINZA),"R$ 1.539,00","4,7 de 5 estrelas",840,https://www.amazon.com.br/Xiaomi-Redmi-128GB-Carbon-CINZA/dp/B08SQF5NG8/ref=sr_1_67?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-67&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Samsung Galaxy A01 Core 32GB 2GB RAM Tela Infinita de 5.3"" Preto","R$ 799,00","4,2 de 5 estrelas",29,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-Infinita-Preto/dp/B08G8W5D9X/ref=sr_1_68?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-68&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Domary Pulseira inteligente Q1 de 1,14 polegadas tela colorida pulseira de esportes Smartband BT 4.0 Fitness Tracker IP67 pulseira inteligente à prova d'água para smartphones IOS/Android","R$ 113,17",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A09683712OYNU6YN44V11&url=%2FDomary-inteligente-polegadas-Smartband-smartphones%2Fdp%2FB09HJ9WJMS%2Fref%3Dsr_1_69_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-69-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_mtf
"KKmoon Microfone condensador leve de gancho único com gancho de 3,5 mm plugue travável para smartphone DSLR câmera filmadora computador PC laptop","R$ 71,99",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A02444101Z0YELWH0O5M2&url=%2FMicrofone-condensador-smartphone-filmadora-computador%2Fdp%2FB08K45YPNX%2Fref%3Dsr_1_70_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-70-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_mtf
"Suporte de telefone para carro, rotação de 1200 graus, suporte de telefone para painel de carro, adequado para smartphones de 4 a 7 polegadas","R$ 81,19",,,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A03914871IA7BZC9PAWQB&url=%2FSuporte-telefone-adequado-smartphones-polegadas%2Fdp%2FB09F6LHS4F%2Fref%3Dsr_1_71_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-71-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_mtf
"Tripé Para Celular e Camera, Tripé Profissional 360°, Tripé Universal Preto, Tripé Para Smartphone E Câmera, Suporte Para Celular e Camera Articulável 360°, Para Fotografica, Celular, Smartphone, Casa, EscritórioBWM","R$ 79,90","5,0 de 5 estrelas",5,https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A03391333HQ0F6ME7Y3O2&url=%2FProfissional-Smartphone-Articul%25C3%25A1vel-Fotografica-Escrit%25C3%25B3rioBWM%2Fdp%2FB092PNPBWM%2Fref%3Dsr_1_72_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dsmartphone%26qid%3D1633878149%26sr%3D8-72-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1633878149&id=5428314811782080&widgetName=sp_mtf
"Smartphone Redmi Note 9 Polar White Glacial 128GB 4GB RAM Android 10.0 (MIUI 11), 4GB RAM, Câmera Quad (48 Mp + 8 Mp + 2 Mp + 2 Mp), Tela 6,53""","R$ 1.479,99","4,6 de 5 estrelas",1.541,https://www.amazon.com.br/Smartphone-Redmi-Glacial-Android-C%C3%A2mera/dp/B08866DPF5/ref=sr_1_74?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-74&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 9T 4GB + 128GB - Versão Global - Preto,"R$ 1.589,99","4,4 de 5 estrelas",112,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-128GB/dp/B08SMGQK9C/ref=sr_1_75?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-75&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Xiaomi Redmi Note 9 128GB 4GB RAM Câmera Quádrupla 48MP + 8MP + 2MP + 2MP Frontal 13MP Tela 6,53 Android 10 - Verde","R$ 1.475,99","4,6 de 5 estrelas",562,https://www.amazon.com.br/Smartphone-Xiaomi-Qu%C3%A1drupla-Frontal-Android/dp/B08FBMCCQG/ref=sr_1_76?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-76&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Celular Motorola Moto G20 Azul 64gb Tela 6.5 4gb Ram Camera 48mp 8mp 2mp 2mp,"R$ 1.159,00","3,5 de 5 estrelas",7,https://www.amazon.com.br/Celular-Motorola-Moto-Azul-Camera/dp/B095KWKRQP/ref=sr_1_77?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-77&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone LG K62+ Android 10.0 Tela 6.6"" 4GB/128GB Câmera Quádrupla 48MP 5MP 2MP 2MP Selfie de 28MP - Azul","R$ 1.299,00","4,6 de 5 estrelas",99,https://www.amazon.com.br/Smartphone-LG-Android-C%C3%A2mera-Qu%C3%A1drupla/dp/B08NTWJKKM/ref=sr_1_78?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-78&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi 9A 2/32GB - Azul,"R$ 701,05","4,6 de 5 estrelas",1.625,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-9A-32GB/dp/B08CH6X6M5/ref=sr_1_79?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-79&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Xiaomi Redmi Note 9 Pro 128GB, Tela de 6.67, 6GB de RAM, Câmera Traseira Quádrupal, Android 10 e Processador Qualcomm Octa-Core Cinza","R$ 1.999,00","4,7 de 5 estrelas",4.112,https://www.amazon.com.br/Smartphone-Xiaomi-Qu%C3%A1drupla-Processador-Octa-Core/dp/B0881TZRTZ/ref=sr_1_80?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-80&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Positivo Twist 4G S509 32GB Dual Chip 5"" - Cinza","R$ 489,00","3,7 de 5 estrelas",4,https://www.amazon.com.br/Smartphone-Positivo-Twist-4G-S509/dp/B08Z37Z588/ref=sr_1_82?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-82&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Motorola G10 Power 64GB 4GB RAM Breeze Blue (Azul),"R$ 1.158,90","4,6 de 5 estrelas",14,https://www.amazon.com.br/Smartphone-Motorola-Power-64GB-Breeze/dp/B097FFW9HV/ref=sr_1_83?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-83&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Celular Xiaomi Redmi 9 64GB/4GB Dual Chip - Carbon Grey,"R$ 1.129,00","4,7 de 5 estrelas",4.435,https://www.amazon.com.br/Celular-Xiaomi-Redmi-64GB-Dual/dp/B08B3QSVM6/ref=sr_1_84?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-84&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Sangue E Honra,"R$ 18,65","5,0 de 5 estrelas",21 set 2011,https://www.amazon.com.br/Capa-Tablet-Samsung-Galaxy-Tab/dp/B07M9L5RT3/ref=sr_1_86?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-86
"ROG Phone II - 8GB 128GB , Black","R$ 3.980,00","4,7 de 5 estrelas",134,https://www.amazon.com.br/ROG-Phone-II-128GB-Black/dp/B084DFZVL9/ref=sr_1_87?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-87&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 8 4GB Ram Tela 6.3 64GB Camera Quad 48+8+2+2MP - Branco,"R$ 1.199,00","4,8 de 5 estrelas",4.212,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-Camera/dp/B07Z5BBG56/ref=sr_1_88?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-88&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
CELULAR smartphone XIAOMI REDMI NOTE 8 DUAL 128GB MOONLIGHT WHITE,"R$ 1.799,00","4,7 de 5 estrelas",6.426,https://www.amazon.com.br/CELULAR-smartphone-XIAOMI-REDMI-MOONLIGHT/dp/B07ZS3G268/ref=sr_1_89?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-89&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 8 4GB Ram Tela 6.3 64GB Camera Quad 48+8+2+2MP - Preto,"R$ 1.169,00","4,7 de 5 estrelas",1.862,https://www.amazon.com.br/Smartphone-Xiaomi-Redmi-Note-Camera/dp/B07ZJZ7VW6/ref=sr_1_90?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-90&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Redmi Note 9 64GB 3GB RAM - Versão Global - Midnight Grey,"R$ 1.194,00","4,2 de 5 estrelas",1.062,https://www.amazon.com.br/Xiaomi-Redmi-Note-64GB-3GB/dp/B08888L1JF/ref=sr_1_91?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-91&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Samsung Galaxy A12 Dual Chip Android Tela 6,5"" Octa-Core 2.3GHz 64GB 4G Câmera 48MP(Principal)+5MP(Ultra Wide)+2MP(Profundidade)+2MP(Macro) - Azul","R$ 1.149,00","4,3 de 5 estrelas",9,https://www.amazon.com.br/Smartphone-Samsung-Octa-Core-Principal-Profundidade/dp/B08XVV828M/ref=sr_1_92?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=smartphone&qid=1633878149&sr=8-92&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
