Descrição;Preço;Estrelas;TotalReviews;Url
Geladeira Brastemp Frost Free Duplex 375 litros com Espaço Adapt - BRM45HB 110V;R$ 3.499,90;4,3 de 5 estrelas;26;https://www.amazon.com.br/Geladeira-Brastemp-Duplex-litros-Espa%C3%A7o/dp/B07JB5PDGB/ref=sr_1_24?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307716&s=appliances&sr=1-24&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Geladeira/Refrigerador Frost Free 310 Litros Branco Electrolux (TF39) 127V;R$ 2.374,00;3,6 de 5 estrelas;3;https://www.amazon.com.br/Refrigerador-Electrolux-TF39-60hz-Branco/dp/B07G3DKDVC/ref=sr_1_25?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307716&s=appliances&sr=1-25&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Geladeira 2 Portas Classe A 260L Branca DC35A 220V - Electrolux;R$ 2.054,00;4,8 de 5 estrelas;10;https://www.amazon.com.br/Geladeira-Portas-Classe-Branca-DC35A/dp/B0779KMR3J/ref=sr_1_26?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307716&s=appliances&sr=1-26&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Geladeira/Refrigerador Top Freezer cor Inox 382L Electrolux (TF42S) 220V;R$ 4.426,90;3,2 de 5 estrelas;9;https://www.amazon.com.br/Refrigerador-Freezer-Electrolux-Platinum-TF42S/dp/B07HM629P8/ref=sr_1_27?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307716&s=appliances&sr=1-27&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Geladeira Brastemp Frost Free Inverse 443 litros cor Inox com Turbo Ice - BRE57AK 220V;R$ 4.449,00;5,0 de 5 estrelas;17;https://www.amazon.com.br/Geladeira-Brastemp-Frost-Inverse-litros/dp/B07GWVCHRZ/ref=sr_1_28?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307716&s=appliances&sr=1-28&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Frigobar, 45L, Branco, 110v, Midea;R$ 739,90;4,7 de 5 estrelas;817;https://www.amazon.com.br/Frigobar-Midea-127V-MRC06B1-Branco/dp/B0778TZGBJ/ref=sr_1_29?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307716&s=appliances&sr=1-29&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Base de rolo, suporte multifuncional para geladeira com nível integrado facilita o secador de eletrodomésticos e geladeira;R$ 344,89;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_appliances_sr_pg1_1?ie=UTF8&adId=A02153662T4QC080C3AXX&url=%2Fmultifuncional-geladeira-integrado-facilita-eletrodom%25C3%25A9sticos%2Fdp%2FB097JMCCM5%2Fref%3Dsr_1_31_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dgeladeira%26qid%3D1634307716%26s%3Dappliances%26sr%3D1-31-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634307716&id=2121445350026733&widgetName=sp_btf
Motor de geladeira, à prova de umidade, trava de um botão automática, 8 rodas, móvel para máquina de lavar, para máquina de lavar, geladeira;R$ 382,79;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_appliances_sr_pg1_1?ie=UTF8&adId=A03352952WTJJTBZ1FJE&url=%2FMotor-geladeira-umidade-autom%25C3%25A1tica-m%25C3%25A1quina%2Fdp%2FB09GRH7XRR%2Fref%3Dsr_1_32_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dgeladeira%26qid%3D1634307716%26s%3Dappliances%26sr%3D1-32-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634307716&id=2121445350026733&widgetName=sp_btf
Geladeira elétrica portátil com design de porta única, para preservação de alimentos, para casa, armazenamento (padrão preto 18W);R$ 305,89;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_appliances_sr_pg1_1?ie=UTF8&adId=A07089953BO9A2E0JO5SG&url=%2FGeladeira-el%25C3%25A9trica-preserva%25C3%25A7%25C3%25A3o-alimentos-armazenamento%2Fdp%2FB09DX6YF8J%2Fref%3Dsr_1_33_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dgeladeira%26qid%3D1634307716%26s%3Dappliances%26sr%3D1-33-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634307716&id=2121445350026733&widgetName=sp_btf
Prateleira Multiuso Brastemp Geladeira W10347201;R$ 102,00;4,6 de 5 estrelas;11;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_appliances_sr_pg2_1?ie=UTF8&adId=A06131272SH8UN9HTZLSR&url=%2FPrateleira-Multiuso-Brastemp-Geladeira-W10347201%2Fdp%2FB07T792X3Y%2Fref%3Dsr_1_25_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dgeladeira%26qid%3D1634307718%26s%3Dappliances%26sr%3D1-25-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634307718&id=8769612681411406&widgetName=sp_atf_next
Relé Ptc Para Geladeiras E Freezers 127v;R$ 23,99;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_appliances_sr_pg2_1?ie=UTF8&adId=A06132272ZINKZI058PYG&url=%2FRel%25C3%25A9-Para-Geladeiras-Freezers-127v%2Fdp%2FB09BK1JXV3%2Fref%3Dsr_1_26_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dgeladeira%26qid%3D1634307718%26s%3Dappliances%26sr%3D1-26-spons%26psc%3D1&qualifier=1634307718&id=8769612681411406&widgetName=sp_atf_next
Queenser Termômetro de geladeira digital com alarme e temperatura mínima máxima fácil de ler Display LCD termômetro de geladeira digital para interior e exterior;R$ 67,82;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_appliances_sr_pg2_1?ie=UTF8&adId=A03352811BYNWEH9XVIWZ&url=%2FQueenser-Term%25C3%25B4metro-geladeira-temperatura-term%25C3%25B4metro%2Fdp%2FB09BR8M7F7%2Fref%3Dsr_1_27_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dgeladeira%26qid%3D1634307718%26s%3Dappliances%26sr%3D1-27-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1634307718&id=8769612681411406&widgetName=sp_atf_next
Geladeira Frost Free Electrolux 598 Litros Inverse Cor Inox (DB84X) 127V;R$ 5.776,93;4,2 de 5 estrelas;10;https://www.amazon.com.br/Refrigerador-Electrolux-Bottom-Freezer-Litros/dp/B07CTPQPL3/ref=sr_1_28?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-28&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
BLACK+DECKER Mini Geladeira de 24L 12V Cinza BDC24LLA;R$ 899,00;4,1 de 5 estrelas;47;https://www.amazon.com.br/Mini-Geladeira-24L-Stanley-BDC24L/dp/B075Z7RST7/ref=sr_1_29?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-29&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Multilaser Mini Geladeira 4L 12V 127V Capacidade 6 Latas De 350Ml Com Cabo Dc Sem Cabo Ac Branca - Tv009;R$ 248,69;3,5 de 5 estrelas;31;https://www.amazon.com.br/Geladeira-Port%C3%A1til-Litros-Multilaser-TV009/dp/B07574JRRV/ref=sr_1_30?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-30&ufe=app_do%3Aamzn1.fos.4bddec23-2dcf-4403-8597-e1a02442043d
Adega, Ph16E, 16 Garrafas, Preto, 110V, Philco;R$ 890,10;4,3 de 5 estrelas;71;https://www.amazon.com.br/Adega-Climatizada-Philco-Garrafas-Preta/dp/B076HZP5KT/ref=sr_1_31?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-31&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Geladeira Frost Free Electrolux 454 Litros Inverse Cor Inox (DB53X) 127V;R$ 4.529,00;4,9 de 5 estrelas;20;https://www.amazon.com.br/Refrigerador-Electrolux-Bottom-Freezer-Litros/dp/B076BDZ58M/ref=sr_1_33?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-33&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Multilaser Mini Geladeira Retro, , Tv012, Trivolt (12V/127V/220V), Branca, 6 L;R$ 484,90;3,3 de 5 estrelas;22;https://www.amazon.com.br/Geladeira-Multilaser-TV012-Trivolt-Branca/dp/B07NHY67BY/ref=sr_1_34?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-34&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Trava Para Porta De Geladeira, Branca, Ordene;R$ 24,90;3,7 de 5 estrelas;38;https://www.amazon.com.br/Trava-Geladeira-Ordene-Br-Branco/dp/B07C7YPJY5/ref=sr_1_35?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-35
Geladeira 1 Porta Classe A Degelo Seco 261 Litros 110V Branca - Consul;R$ 1.699,00;3,6 de 5 estrelas;11;https://www.amazon.com.br/Geladeira-Classe-Degelo-Litros-Branca/dp/B076BCHJ5L/ref=sr_1_36?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-36&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Filtro Bem Estar Consul para Geladeira - Desodorizador e AntiBactéria - W10515645 W10515645;R$ 65,00;4,8 de 5 estrelas;100;https://www.amazon.com.br/Filtro-Antiodor-Consul-Original-W10515645/dp/B07TXRMY7G/ref=sr_1_37?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-37&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
Frigobar, Pfg85b, 67l, Branco, 110v, Philco;R$ 999,00;4,4 de 5 estrelas;83;https://www.amazon.com.br/Frigobar-Philco-Pfg85b-127v-Branco/dp/B07R7DLSHB/ref=sr_1_38?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-38&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Geladeira Top Freezer 402L Branco (DF44) 127V/60HZ;R$ 3.099,00;4,0 de 5 estrelas;5;https://www.amazon.com.br/Geladeira-Refrigerador-Frost-free-Litros/dp/B07TLFCH19/ref=sr_1_39?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-39&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
amuzer Porta-ovos Binz para geladeira/congelamento, grande caixa de armazenamento para 30 ovos, feita de plástico livre de BPA, transparente;R$ 192,27;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_appliances_sr_pg2_1?ie=UTF8&adId=A069939118LQ6UR57GDNJ&url=%2Famuzer-Porta-ovos-congelamento-armazenamento-transparente%2Fdp%2FB099626TGK%2Fref%3Dsr_1_40_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dgeladeira%26qid%3D1634307718%26s%3Dappliances%26sr%3D1-40-spons%26ufe%3Dapp_do%253Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678%26psc%3D1&qualifier=1634307718&id=8769612681411406&widgetName=sp_mtf
amuzer Porta-ovos Binz para geladeira/congelamento, grande caixa de armazenamento para 21 ovos, feita de plástico livre de BPA, transparente;R$ 152,17;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_appliances_sr_pg2_1?ie=UTF8&adId=A0699203PLCMPSUTY3B1&url=%2Famuzer-Porta-ovos-congelamento-armazenamento-transparente%2Fdp%2FB09962BTHB%2Fref%3Dsr_1_41_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dgeladeira%26qid%3D1634307718%26s%3Dappliances%26sr%3D1-41-spons%26ufe%3Dapp_do%253Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12%26psc%3D1&qualifier=1634307718&id=8769612681411406&widgetName=sp_mtf
Abimy Porta-ovos para geladeira, caixa de armazenamento de ovos domésticos para geladeira, caixa de armazenamento de ovos de geladeira com cronograma fresca, tipo gaveta, caixa de armazenamento de ovos;R$ 140,03;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_appliances_sr_pg2_1?ie=UTF8&adId=A04884371E8F0XBS6WDCP&url=%2FAbimy-Porta-ovos-armazenamento-dom%25C3%25A9sticos-cronograma%2Fdp%2FB09FLSWQDH%2Fref%3Dsr_1_42_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dgeladeira%26qid%3D1634307718%26s%3Dappliances%26sr%3D1-42-spons%26ufe%3Dapp_do%253Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74%26psc%3D1&qualifier=1634307718&id=8769612681411406&widgetName=sp_mtf
Frigobar, 93L, Branco, 110v, Midea;R$ 1.069,00;4,7 de 5 estrelas;362;https://www.amazon.com.br/Frigobar-Midea-127V-MRC10B1-Branco/dp/B0778VDCW1/ref=sr_1_43?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-43&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
OU OF100NT Organizador de 18 Ovos para Geladeira Empalhável com Tampa em Plástico, Transparente;R$ 51,64;4,7 de 5 estrelas;7;https://www.amazon.com.br/OU-OF100NT-Organizador-Empalh%C3%A1vel-Transparente/dp/B08Y1VH264/ref=sr_1_44?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=geladeira&qid=1634307718&s=appliances&sr=1-44
