Descrição;Preço;Estrelas;TotalReviews;Url
PC Intel Core i5, 8GB RAM DDR3, HD SSD 480GB - SUPER OFERTA;R$ 1.505,10;4,1 de 5 estrelas;27;https://www.amazon.com.br/Super-Intel-Core-480GB-Inclusa/dp/B0868WW4XM/ref=sr_1_17?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-17&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Computador Pc Completo i5 3° Geração 8gb Hd 500GB + Wi-fi;R$ 2.799,00;4,0 de 5 estrelas;75;https://www.amazon.com.br/Computador-Completo-Gera%C3%A7%C3%A3o-500GB-Wi-fi/dp/B084PBW517/ref=sr_1_18?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-18&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Computador Pc Cpu Intel Core i5 Com Hdmi 8GB HD 500GB Windows 10 Wifi Desktop;R$ 1.539,34;4,2 de 5 estrelas;6;https://www.amazon.com.br/Computador-Intel-500GB-Windows-Desktop/dp/B08HR8KF1Z/ref=sr_1_19?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-19&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Computador Pc Cpu Intel Core i5 Com Hdmi 8GB HD 500GB Windows 10 Wifi Desktop;R$ 1.288,66;4,4 de 5 estrelas;21;https://www.amazon.com.br/Computador-Intel-500GB-Windows-Desktop/dp/B08HR96MHP/ref=sr_1_20?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-20&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
PC Gamer AMD 6-Core CPU 3.8Ghz 8GB (Placa de vídeo Radeon R5 2GB) SSD 120GB Skill Casual;R$ 1.612,79;3,3 de 5 estrelas;4;https://www.amazon.com.br/6-Core-3-8Ghz-Radeon-Skill-Casual/dp/B08P55PY5J/ref=sr_1_21?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-21&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
CONTROLE GAMER PS3/PC PRETO/VERDE JS091;R$ 75,91;4,2 de 5 estrelas;954;https://www.amazon.com.br/CONTROLE-GAMER-PRETO-VERDE-JS091/dp/B0896Q8FFJ/ref=sr_1_22?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-22&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
Speaker C3Tech SP-301 Preto - Sistema de audio 2.0 P2 Com Blindagem Eletromagnética alimentacao via porta USB;R$ 32,49;4,3 de 5 estrelas;2.682;https://www.amazon.com.br/Speaker-SP-301BK-C3TECH-Altos-Falantes-Computador/dp/B075XH82V8/ref=sr_1_23?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-23
PC ITX Gamer Home-Office Powered By Asus Celeron Dual Core J4005 2.0GHz, 8GB, SSD 240GB;R$ 1.489,00;;em até 10x de R$ 148,90 sem juros;https://www.amazon.com.br/ITX-Gamer-Home-Office-Powered-Celeron/dp/B0973PSL4P/ref=sr_1_24?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-24&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Pc Gamer Fácil Intel Core I5 3470S 8Gb DDR3 GeForce GT 730 2Gb 128 bits HD 1 TB;R$ 2.399,00;4,2 de 5 estrelas;31;https://www.amazon.com.br/Gamer-F%C3%A1cil-Intel-3470S-GeForce/dp/B08XSF335F/ref=sr_1_25?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-25&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
PC Gamer AMD Ryzen 3 3200G Radeon Vega 8 RAM 8GB DDR4 HD 1TB 500W 80 Plus Skill Gaming Prodigy;R$ 3.819,99;5,0 de 5 estrelas;1;https://www.amazon.com.br/Radeon-Skill-Gaming-Prodigy-37181/dp/B08P55Z1B6/ref=sr_1_26?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-26&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Caixa De Som 2.0 6W Rms Acabamento Madeira Multilaser - SP261;R$ 89,90;4,5 de 5 estrelas;929;https://www.amazon.com.br/Caixa-Som-Acabamento-Madeira-Multilaser/dp/B07BCLZ1N5/ref=sr_1_27?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-27&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
PC Gamer ITX Arena Setup Powered By Asus, I5 10400F, Asus GTX 1650 4GB, 16GB, SSD 480GB, 3 Anos Garantia;R$ 6.699,00;4,5 de 5 estrelas;13;https://www.amazon.com.br/Gamer-ITX-Powered-10400F-Garantia/dp/B09643KB6F/ref=sr_1_28?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-28&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Computador Intel Core I5 8gb 240gb Ssd. Total;R$ 1.326,79;4,0 de 5 estrelas;99;https://www.amazon.com.br/Computador-Intel-240gb-Liquida%C3%A7%C3%A3o-Total/dp/B07YSV1GNM/ref=sr_1_29?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-29&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
PC Gamer ITX Arena Setup Powered By Asus, I5 9400F, GTX 1650 4GB, RAM 8GB, SSD 240GB, Gabinete Cougar MX331 MESH;R$ 5.699,00;5,0 de 5 estrelas;7;https://www.amazon.com.br/Gamer-ITX-Powered-Gabinete-Cougar/dp/B08JHJHNS7/ref=sr_1_30?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268042&s=electronics&sr=1-30&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Mesa Digitalizadora XP-PEN Star G960S Plus Tablet gráficos Caneta de desenho Tablet 9x6 polegadas com suporte para inclinação sem bateria PH2 Stylus Eraser Digital (4 teclas de atalho);R$ 669,90;4,3 de 5 estrelas;119;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg1_1?ie=UTF8&adId=A06318381HWK1N4E8NA3S&url=%2FDigitalizadora-gr%25C3%25A1ficos-desenho-polegadas-inclina%25C3%25A7%25C3%25A3o%2Fdp%2FB087NNZSR8%2Fref%3Dsr_1_31_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dpc%26qid%3D1634268042%26s%3Delectronics%26sr%3D1-31-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1%26smid%3DA265IDML2U9R6D&qualifier=1634268042&id=1192815849099028&widgetName=sp_btf
XP-PEN DECO 03 Sem Fio Mesa Digitalizadora 10x5.6 Polegadas com Caneta Passiva Sem Bateria 6 Teclas Expressas 8192 Níveis de Pressão;R$ 935,00;4,4 de 5 estrelas;941;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg1_1?ie=UTF8&adId=A06319942B517CR9XPPQG&url=%2FDesenho-Digital-Passivo-Bateria-Press%25C3%25A3o%2Fdp%2FB07BF9GNFD%2Fref%3Dsr_1_32_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dpc%26qid%3D1634268042%26s%3Delectronics%26sr%3D1-32-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634268042&id=1192815849099028&widgetName=sp_btf
Kingston Drive De Estado Sólido Kc2500 500 GB - M.2 2280 - Pci Express Nvme (Pci Express Nvme 3.0 X4);R$ 601,07;0;0;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg1_1?ie=UTF8&adId=A02243182K3HVOALE126P&url=%2FKingston-Drive-Estado-S%25C3%25B3lido-Kc2500%2Fdp%2FB087QXDTMN%2Fref%3Dsr_1_33_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dpc%26qid%3D1634268042%26s%3Delectronics%26sr%3D1-33-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634268042&id=1192815849099028&widgetName=sp_btf
Impressora Multifuncional Tanque de Toner Neverstop HP Laser 1200w (4RY26A) com Wi-Fi];R$ 1.869,00;3,9 de 5 estrelas;462;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg2_1?ie=UTF8&adId=A0778950VKV46GJN8ZRE&url=%2FImpressora-Multifuncional-Neverstop-1200W-copia%2Fdp%2FB07TCCPDBC%2Fref%3Dsr_1_25_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dpc%26qid%3D1634268044%26s%3Delectronics%26sr%3D1-25-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634268044&id=564148116546456&widgetName=sp_atf_next
Cartucho HP 662XL Colorido Original - (CZ106AB);R$ 103,55;4,7 de 5 estrelas;289;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg2_1?ie=UTF8&adId=A0836472WG4T6AMQET1Y&url=%2FCartucho-Tinta-N662XL-Tricolor-Cartuchos%2Fdp%2FB00KO3ZV1Q%2Fref%3Dsr_1_26_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dpc%26qid%3D1634268044%26s%3Delectronics%26sr%3D1-26-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634268044&id=564148116546456&widgetName=sp_atf_next
Mouse sem fio Logitech Pebble M350 com Conexão USB ou Bluetooth, Clique Silencioso, Design Slim Ambidestro e Pilha Inclusa - Rosé;R$ 95,90;4,9 de 5 estrelas;10.429;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg2_1?ie=UTF8&adId=A03970192JGAXYFPS4UK3&url=%2FMouse-Logitech-Pebble-Bluetooth-%25C3%2593ptico%2Fdp%2FB07X5GHZYJ%2Fref%3Dsr_1_27_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dpc%26qid%3D1634268044%26s%3Delectronics%26sr%3D1-27-spons%26ufe%3Dapp_do%253Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d%26psc%3D1&qualifier=1634268044&id=564148116546456&widgetName=sp_atf_next
Caixa De Som Multilaser 2.1 USB 14W Preto - SP172;R$ 109,90;4,4 de 5 estrelas;508;https://www.amazon.com.br/Caixa-Som-para-Multilaser-SP172/dp/B0752Z4WFB/ref=sr_1_28?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268044&s=electronics&sr=1-28&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
Pc Gamer Completo Maximus I5 GT 730 4GB 8GB Hd 1Tb Wi-fi;R$ 4.199,00;3,0 de 5 estrelas;14;https://www.amazon.com.br/Gamer-Completo-Maximus-Gtx-Wi-fi/dp/B07NPVMWG9/ref=sr_1_29?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268044&s=electronics&sr=1-29&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Controle Gamer Pichau Gcx100 Pc/ps3/android, Pg-cx100-bk;R$ 129,90;4,8 de 5 estrelas;23;https://www.amazon.com.br/Controle-Pichau-Gcx100-android-Pg-cx100-bk/dp/B0831MZLYC/ref=sr_1_30?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268044&s=electronics&sr=1-30&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
Computador Pc Completo Intel Core i3 8GB HD 500GB Wi-fi;R$ 2.599,00;3,7 de 5 estrelas;50;https://www.amazon.com.br/Computador-Gamer-Dominus-Pentium-G-630/dp/B07R54FTPF/ref=sr_1_31?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268044&s=electronics&sr=1-31&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
PC Gamer ITX Arena Setup Powered By Asus, I5 9400F, Asus GTX 1650 4GB, 8GB, SSD 240GB, 3 Anos Garantia;R$ 5.699,00;4,2 de 5 estrelas;12;https://www.amazon.com.br/Gamer-ITX-Arena-Powered-Garantia/dp/B08KHV9GHY/ref=sr_1_32?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268044&s=electronics&sr=1-32&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
PC Gamer ITX Arena OwNed Powered By Asus, I5 9400F, GTX 1050TI 4GB, 8GB, SSD 240GB;R$ 5.399,00;4,6 de 5 estrelas;8;https://www.amazon.com.br/Gamer-ITX-Arena-Powered-1050TI/dp/B092RF1TC4/ref=sr_1_33?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268044&s=electronics&sr=1-33&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Controle de Jogos com fio Logitech F310 para PC e TV;R$ 179,00;4,4 de 5 estrelas;11.550;https://www.amazon.com.br/Controle-Logitech-Joysticks-Controles-Computador/dp/B003VAHYQY/ref=sr_1_34?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268044&s=electronics&sr=1-34&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
Cpu Pc Core I7, Memória 16gb, Hd 500gb, Ssd 240gb Vídeo 2gb;R$ 3.245,90;5,0 de 5 estrelas;3;https://www.amazon.com.br/Core-Mem%C3%B3ria-500gb-240gb-V%C3%ADdeo/dp/B08FCPLNGR/ref=sr_1_36?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268044&s=electronics&sr=1-36&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
HyperX Gaming Headset Cloud Revolver para PC e PS4;R$ 706,71;4,6 de 5 estrelas;780;https://www.amazon.com.br/Headset-HyperX-Revolver-HX-HSCR-GM-Branco/dp/B079JD7F7D/ref=sr_1_37?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268044&s=electronics&sr=1-37&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Caixa De Som Multilaser 20 Mini 3W Rms Preta - SP144;R$ 39,47;4,1 de 5 estrelas;1.091;https://www.amazon.com.br/Caixa-Som-Mini-Multilaser-SP144/dp/B0754JCRXY/ref=sr_1_38?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=pc&qid=1634268044&s=electronics&sr=1-38
