descricao;preco;avaliacao;quantidade_avaliacoes;URL
Notebook 2 em 1 Dell Inspiron 14 5000 5406-A20S;4994.1;1;1;https://www.magazineluiza.com.br/notebook-2-em-1-dell-inspiron-14-5000-5406-a20s-intel-core-i5-8gb-256gb-ssd-14-touch-windows-10/p/228078900/in/nodl/
Notebook Lenovo Ultrafino IdeaPad 3i i3 10110U 4GB 1TB 15.6 Win 10 Prata;2879.1;5;0;https://www.magazineluiza.com.br/notebook-lenovo-ultrafino-ideapad-3i-i3-10110u-4gb-1tb-15-6-win-10-prata/p/kkajed9g57/in/ntmk/
"Kit Notebook Ultrafino Dell Inspiron i5402 14"" Full HD 11ª Ger. Intel Core i5 8GB 256GB SSD Windows 10 + Capa Essential";4634.1;5;3;https://www.magazineluiza.com.br/kit-notebook-ultrafino-dell-inspiron-i5402-14-full-hd-11a-ger-intel-core-i5-8gb-256gb-ssd-windows-10-capa-essential/p/kbc3chda82/in/nodl/
Notebook Dell Inspiron i15-3583-AS100P i7 8GB 256GB SSD 15,6” Placa Vídeo 2gb Windows 10;4702.5;5;1;https://www.magazineluiza.com.br/notebook-dell-inspiron-i15-3583-as100p-i7-8gb-256gb-ssd-156-placa-video-2gb-windows-10/p/kj16j28f44/in/nodl/
Notebook Acer Aspire 3 15,6 HD Ryzen 5 3500U 1TB 8GB Radeon Rx Vega 8 Windows 10 H Preto A315-23-R291;3859.2;5;0;https://www.magazineluiza.com.br/notebook-acer-aspire-3-156-hd-ryzen-5-3500u-1tb-8gb-radeon-rx-vega-8-windows-10-h-preto-a315-23-r291/p/cc953jda3g/in/ntmk/
"Notebook Multilaser Legacy Cloud Intel Z8530 2GB RAM 32GB Windows 10 Home Tela 14"" HD Grafite PC131";1413.51;5;0;https://www.magazineluiza.com.br/notebook-multilaser-legacy-cloud-intel-z8530-2gb-ram-32gb-windows-10-home-tela-14-hd-grafite-pc131/p/ef6akeebfg/in/ntmk/
Notebook Compaq Presario CQ-27 Intel Core i3 4GB;2609.1;3;8;https://www.magazineluiza.com.br/notebook-compaq-presario-cq-27-intel-core-i3-4gb-120gb-ssd-14-led-windows-10/p/135308300/in/ntmk/
Notebook Intel Core I3 4GB RAM 1TB Ultra UB422 Tela 14.1” Full HD Linux Prata - Multilaser;2374.05;5;0;https://www.magazineluiza.com.br/notebook-intel-core-i3-4gb-ram-1tb-ultra-ub422-tela-14-1-full-hd-linux-prata-multilaser/p/fd02196bc3/in/ntmk/
"Notebook Lenovo, Intel Core i5 9300HF, 8GB, 256GB SSD, Tela de 15,6"", GeForce GTX 1050, Preto, Ideapad L340 - 81TR0006BR";5278.9;3;3;https://www.magazineluiza.com.br/notebook-lenovo-intel-core-i5-9300hf-8gb-256gb-ssd-tela-de-156-geforce-gtx-1050-preto-ideapad-l340-81tr0006br/p/bae1c81012/in/pcgm/
Notebook Lenovo IdeaPad3i 82BS0006BR Intel Core i3;3419.1;5;0;https://www.magazineluiza.com.br/notebook-lenovo-ideapad3i-82bs0006br-intel-core-i3-4gb-256gb-ssd-156-lcd-windows-10/p/135302400/in/ntmk/
"Notebook Dell Inspiron 3501-U60S 15.6"" HD 11ª Geração Intel Core i7 8GB 256GB SSD Linux";4814.1;5;0;https://www.magazineluiza.com.br/notebook-dell-inspiron-3501-u60s-15-6-hd-11a-geracao-intel-core-i7-8gb-256gb-ssd-linux/p/fa3b1d342a/in/nodl/
"Notebook 15.6"" book e20 celeron 6305, 4gb, 500gb, windows 10 cinza np550xda-ko1br  SAMSUNG";2520.06;4;2;https://www.magazineluiza.com.br/notebook-15-6-book-e20-celeron-6305-4gb-500gb-windows-10-cinza-np550xda-ko1br-samsung/p/fkkf8hkaf9/in/nsbo/
"Notebook Lenovo Ultrafino IdeaPad 3i i5-10210U 8GB 256 GB SSD Windows 10 15.6"" 82BS0005BR Prata";3419.1;5;0;https://www.magazineluiza.com.br/notebook-lenovo-ultrafino-ideapad-3i-i5-10210u-8gb-256-gb-ssd-windows-10-15-6-82bs0005br-prata/p/hcbggae1bg/in/ntmk/
Notebook Acer Aspire 5 A514-53-59QJ Intel Core I5 Windows 10 Home 8GB 256GB SSD 14';3704.05;4;83;https://www.magazineluiza.com.br/notebook-acer-aspire-5-a514-53-59qj-intel-core-i5-windows-10-home-8gb-256gb-ssd-14/p/bhb9a86d4j/in/ntmk/
Macbook Pro 13,3” Apple M1 8GB;13319.1;5;0;https://www.magazineluiza.com.br/macbook-pro-133-apple-m1-8gb-512gb-ssd-cinza-espacial/p/227626400/in/mack/
"Notebook 14"" aspire 5 core i5-1035g1/4gb/256gb/win10 a514-53-5239  acer";3538.56;5;0;https://www.magazineluiza.com.br/notebook-14-aspire-5-core-i5-1035g1-4gb-256gb-win10-a514-53-5239-acer/p/db788771a2/in/ntmk/
"Notebook Ultrafino Dell Inspiron i5402-M30S 14"" Full HD 11ª Ger. Intel Core i7 16GB 256GB SSD NVIDIA GeForce Windows 10";5939.1;5;3;https://www.magazineluiza.com.br/notebook-ultrafino-dell-inspiron-i5402-m30s-14-full-hd-11a-ger-intel-core-i7-16gb-256gb-ssd-nvidia-geforce-windows-10/p/hg7d1a0985/in/nodl/
"Kit Notebook Ultrafino Dell Inspiron i5402 14"" FHD 11ª G Intel Core i7 16GB 512GB SSD NVIDIA GeForce Win 10 + Mochila";6119.1;5;2;https://www.magazineluiza.com.br/kit-notebook-ultrafino-dell-inspiron-i5402-14-fhd-11a-g-intel-core-i7-16gb-512gb-ssd-nvidia-geforce-win-10-mochila/p/ajghfb642a/in/nodl/
"Notebook Lenovo Ultrafino IdeaPad 3i i5 8GB 256 GB SSD Placa de Vídeo Dedicada W10 15.6"" 82BS0001BR";3869.1;5;0;https://www.magazineluiza.com.br/notebook-lenovo-ultrafino-ideapad-3i-i5-8gb-256-gb-ssd-placa-de-video-dedicada-w10-15-6-82bs0001br/p/fhk327dbkd/in/ntmk/
"Kit Notebook Dell Inspiron 3501-M41PS 15.6"" HD 10ª Ger Intel Core i5 4GB 256GB SSD Windows Preto + Capa Essential";3644.1;5;0;https://www.magazineluiza.com.br/kit-notebook-dell-inspiron-3501-m41ps-15-6-hd-10a-ger-intel-core-i5-4gb-256gb-ssd-windows-preto-capa-essential/p/gke72a3fbg/in/nodl/
"Notebook Gamer 2AM E550 NVIDIA GeForce GTX 1050 3GB - FreeDOS Core i5-9400 8GB  SSD NVMe 128GB + 1TB FullHD 15.6""";5449.0;5;0;https://www.magazineluiza.com.br/notebook-gamer-2am-e550-nvidia-geforce-gtx-1050-3gb-freedos-core-i5-9400-8gb-ssd-nvme-128gb-1tb-fullhd-15-6/p/fj2fb2fk0d/in/pcgm/
"Notebook Compaq Presario 420 Intel Pentium N3700 Windows 10 Home 4GB 120GB SSD 14"" - Cinza";2299.0;5;1;https://www.magazineluiza.com.br/notebook-compaq-presario-420-intel-pentium-n3700-windows-10-home-4gb-120gb-ssd-14-cinza/p/jfkg4fg09c/in/ntmk/
Notebook Acer A515-54-557C Intel Core i5 4GB 256GB SSD Tela 15.6 Prata;3689.1;5;0;https://www.magazineluiza.com.br/notebook-acer-a515-54-557c-intel-core-i5-4gb-256gb-ssd-tela-15-6-prata/p/bk030jje1h/in/ntmk/
Notebook Gamer Acer Nitro 5, AMD Ryzen 7 4800H, 8GB, SSD 512GB, GTX 1650 Ti 4GB, 15,6, Windows 10 Home, Preto e Vermelho - AN515-44-R8HN;7222.11;5;0;https://www.magazineluiza.com.br/notebook-gamer-acer-nitro-5-amd-ryzen-7-4800h-8gb-ssd-512gb-gtx-1650-ti-4gb-156-windows-10-home-preto-e-vermelho-an515-44-r8hn/p/bj13ag19a9/in/pcgm/
"Notebook Lenovo, Intel  Core  i5 10210U, 8GB, 256GB SSD, Tela de 15,6"", NVIDIA  MX330, Prata, IdeaPad 3i - 82BS0001BR";3999.0;5;0;https://www.magazineluiza.com.br/notebook-lenovo-intel-core-i5-10210u-8gb-256gb-ssd-tela-de-156-nvidia-mx330-prata-ideapad-3i-82bs0001br/p/ekj0f04k84/in/ntmk/
Notebook Acer Aspire 5 Intel Core i5-10210U, 4GB, 256GB SSD, 15.6 FHD 1920x1080, Endless OS, Prata - A515-54-557C;3455.44;5;0;https://www.magazineluiza.com.br/notebook-acer-aspire-5-intel-core-i5-10210u-4gb-256gb-ssd-15-6-fhd-1920x1080-endless-os-prata-a515-54-557c/p/fa505dg1k3/in/ntmk/
Notebook Multilaser Legacy Intel Atom Quad Z8350 Win 10 Home Tela 14 2gb Ram 64gb Pc135 Vermelho;1386.05;5;0;https://www.magazineluiza.com.br/notebook-multilaser-legacy-intel-atom-quad-z8350-win-10-home-tela-14-2gb-ram-64gb-pc135-vermelho/p/fdd0bd5g0e/in/ntmk/
Notebook Samsung Book NP550 E20 Intel Dual Core Celeron, Windows 10 Home, RAM 4GB, HD 500GB, Tela 15.6'' HD LED, Prata;2744.91;5;0;https://www.magazineluiza.com.br/notebook-samsung-book-np550-e20-intel-dual-core-celeron-windows-10-home-ram-4gb-hd-500gb-tela-15-6-hd-led-prata/p/bkhefa49a8/in/nsbo/
"Notebook Lenovo Ultrafino ideapad S145 i7-1065G7 8GB 256GB SSD Windows 10 15.6"" 82DJ0000BR Prata";4589.1;5;0;https://www.magazineluiza.com.br/notebook-lenovo-ultrafino-ideapad-s145-i7-1065g7-8gb-256gb-ssd-windows-10-15-6-82dj0000br-prata/p/he9863h97g/in/ntmk/
"Notebook Samsung Intel Celeron 6305, 4GB, 256GB SSD, Tela de 15,6"", Cinza Chumbo - NP550XDA-KO3BR";2999.0;5;2;https://www.magazineluiza.com.br/notebook-samsung-intel-celeron-6305-4gb-256gb-ssd-tela-de-156-cinza-chumbo-np550xda-ko3br/p/jhf3fchjfd/in/nsbo/
"Notebook Dell Inspiron 3501-U60P 15.6"" HD 11ª Geração Intel Core i7 8GB 256GB SSD Linux Preto";4814.1;5;0;https://www.magazineluiza.com.br/notebook-dell-inspiron-3501-u60p-15-6-hd-11a-geracao-intel-core-i7-8gb-256gb-ssd-linux-preto/p/ega1de8c7c/in/nodl/
Notebook Gamer Acer Nitro 5 AMD Ryzen 7 8GB 512GB SSD GeForceGTX1650Ti Tela 15.6;6946.32;5;0;https://www.magazineluiza.com.br/notebook-gamer-acer-nitro-5-amd-ryzen-7-8gb-512gb-ssd-geforcegtx1650ti-tela-15-6/p/khjj7e3be6/in/pcgm/
"Notebook Asus VivoBook 15, Intel Core i7 1165G7- 11ª geração,8GB, 256GB SSD, Tela FHD 15,6"", NVIDIA MX330,X513EP-EJ232T";5799.0;5;2;https://www.magazineluiza.com.br/notebook-asus-vivobook-15-intel-core-i7-1165g7-11a-geracao-8gb-256gb-ssd-tela-fhd-156-nvidia-mx330-x513ep-ej232t/p/bgkkjf36e8/in/ntmk/
"Notebook Lenovo Ultrafino IdeaPad 3i i3-10110U 4GB 128 GB SSD + Microsoft 365 Personal W10 15.6""";2852.1;5;0;https://www.magazineluiza.com.br/notebook-lenovo-ultrafino-ideapad-3i-i3-10110u-4gb-128-gb-ssd-microsoft-365-personal-w10-15-6/p/acba8d0h50/in/ntmk/
"Notebook Brazil Pc 15,6"" Full Hd Intel Core I3 4 Gb de Ram Ssd 120 Gb";3346.31;5;0;https://www.magazineluiza.com.br/notebook-brazil-pc-156-full-hd-intel-core-i3-4-gb-de-ram-ssd-120-gb/p/jkd3fj1464/in/ntmk/
Notebook Samsung Galaxy Book S , Intel Core i5, 8GB, 256GB SSD, Tela de 13,3'' Touch - NP767XCM-K01BR;4999.0;5;0;https://www.magazineluiza.com.br/notebook-samsung-galaxy-book-s-intel-core-i5-8gb-256gb-ssd-tela-de-133-touch-np767xcm-k01br/p/gc6d70eahh/in/note/
"Notebook Dell Alienware m15 R6 AW15-i1100-M30P 15.6"" FHD 11ª ger Intel Core i7 16GB 1TB SSD RTX 3070 Win 11";13999.0;5;0;https://www.magazineluiza.com.br/notebook-dell-alienware-m15-r6-aw15-i1100-m30p-15-6-fhd-11a-ger-intel-core-i7-16gb-1tb-ssd-rtx-3070-win-11/p/efg1jch24j/in/ntbg/
"Notebook 14"" ultra pentium/4gb/500gb/win10 ub322  MULTILASER";2132.06;5;0;https://www.magazineluiza.com.br/notebook-14-ultra-pentium-4gb-500gb-win10-ub322-multilaser/p/bd8ak5e0ff/in/ntmk/
Notebook Acer Chromebook Intel 2.8GHz 4GB RAM 32GB SSD Chrome OS Tela 11.6;2119.47;5;1;https://www.magazineluiza.com.br/notebook-acer-chromebook-intel-2-8ghz-4gb-ram-32gb-ssd-chrome-os-tela-11-6/p/kf9c7hf8ek/in/chro/
"Notebook Dell Inspiron 3501-M46PF 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows Microsoft 365 Preto";3995.1;5;0;https://www.magazineluiza.com.br/notebook-dell-inspiron-3501-m46pf-15-6-hd-10a-geracao-intel-core-i5-8gb-256gb-ssd-windows-microsoft-365-preto/p/ad39ff81ga/in/nodl/
"Notebook Lenovo Yoga 7i 2 em 1 14"" i5-1135G7 8GB 256GB SSD Placa de Vídeo Intel Iris Xe W10 FHD WVA";6029.1;5;0;https://www.magazineluiza.com.br/notebook-lenovo-yoga-7i-2-em-1-14-i5-1135g7-8gb-256gb-ssd-placa-de-video-intel-iris-xe-w10-fhd-wva/p/be8d9khga9/in/note/
"Notebook Asus, Intel Core i5-1035G1, 8GB, 256GB SSD, Intel HD Graphics 620, Tela de 15,6"", Cinza - X515JA-EJ592T";4618.9;5;6;https://www.magazineluiza.com.br/notebook-asus-intel-core-i5-1035g1-8gb-256gb-ssd-intel-hd-graphics-620-tela-de-156-cinza-x515ja-ej592t/p/ffkg82f400/in/ntmk/
Notebook Acer Aspire 5 A514-53-59QJ Intel Core I5 8GB 256GB SSD 14'' Windows 10;3514.05;4;5;https://www.magazineluiza.com.br/notebook-acer-aspire-5-a514-53-59qj-intel-core-i5-8gb-256gb-ssd-14-windows-10/p/fhdacf5e77/in/ntmk/
"Notebook Asus VivoBook X543UA-DM3457T - Intel Core i5 8GB 256GB SSD 15,6"" Full HD LED";3514.99;5;0;https://www.magazineluiza.com.br/notebook-asus-vivobook-x543ua-dm3457t-intel-core-i5-8gb-256gb-ssd-156-full-hd-led/p/gd088h221a/in/ntmk/
"Notebook Compaq Presario 452 Intel Core i5 Linux 8GB 1TB 14"" - Cinza";3799.0;5;0;https://www.magazineluiza.com.br/notebook-compaq-presario-452-intel-core-i5-linux-8gb-1tb-14-cinza/p/edahae0kg0/in/ntmk/
"Notebook Positivo Motion Celeron N3350 4GB RAM HD 128GB Linux 14""";1719.9;5;0;https://www.magazineluiza.com.br/notebook-positivo-motion-celeron-n3350-4gb-ram-hd-128gb-linux-14/p/fj5ka2a78e/in/note/
"Notebook Gamer Legion 5i i7-10750H 16GB 512GB SSD RTX2060 6GB W10 15.6"" Full HD WVA 82CF0002BR";9224.1;5;0;https://www.magazineluiza.com.br/notebook-gamer-legion-5i-i7-10750h-16gb-512gb-ssd-rtx2060-6gb-w10-15-6-full-hd-wva-82cf0002br-lenovo/p/egjj87b2dc/in/ntbg/
Notebook Lenovo Ultrafino BS145 82HB0008BR (i7 1065G7, 8GB DDR4, SSD 256GB nVME, WD 10 Professional);4559.99;5;0;https://www.magazineluiza.com.br/notebook-lenovo-ultrafino-bs145-82hb0008br-i7-1065g7-8gb-ddr4-ssd-256gb-nvme-wd-10-professional/p/abb4ah5596/in/ntmk/
Notebook Samsung Book Intel Core i3, Windows 10, 4GB, 256GB SSD, 15.6'' Full HD LED;3999.0;5;0;https://www.magazineluiza.com.br/notebook-samsung-book-intel-core-i3-windows-10-4gb-256gb-ssd-15-6-full-hd-led/p/ea7jhb297b/in/ntmk/
"Notebook 14"" galaxy book go snapdragon 7c, 4gb, ssd128gb, windows 10 prata np340xla-k02br  SAMSUNG";2617.06;5;0;https://www.magazineluiza.com.br/notebook-14-galaxy-book-go-snapdragon-7c-4gb-ssd128gb-windows-10-prata-np340xla-k02br-samsung/p/gjkk138274/in/note/
Notebook VAIO FE14 VJFE42F11X-B1521H Intel Core i3-10110U 4GB 128GB SSD Full HD Linux Debian 10;2849.05;5;0;https://www.magazineluiza.com.br/notebook-vaio-fe14-vjfe42f11x-b1521h-intel-core-i3-10110u-4gb-128gb-ssd-full-hd-linux-debian-10/p/fb3f31ehj5/in/ntmk/
Notebook Positivo Motion Grey 14.1 HD Atom Quad Q464C 64GB 4GB Win 10 Home;1528.2;3;1;https://www.magazineluiza.com.br/notebook-positivo-motion-grey-14-1-hd-atom-quad-q464c-64gb-4gb-win-10-home/p/ce7d3e73j4/in/ptvm/
Notebook Gamer Dell G5-5590-A55P Intel Core i5 8GB - 512GB SSD 15,6” Full HD NVIDIA GTX 1650 4GB;8200.64;5;0;https://www.magazineluiza.com.br/notebook-gamer-dell-g5-5590-a55p-intel-core-i5-8gb-512gb-ssd-156-full-hd-nvidia-gtx-1650-4gb/p/dbgbcj5ecc/in/pcgm/
Notebook Acer 15.6 Polegadas Celeron 4GB Windows 10 HD 500GB;2840.13;5;0;https://www.magazineluiza.com.br/notebook-acer-15-6-polegadas-celeron-4gb-windows-10-hd-500gb/p/ja1dj2g1d4/in/ntmk/
"Notebook Dell Inspiron 3501-M46S36M 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows McAfee 36 Meses";4121.1;5;0;https://www.magazineluiza.com.br/notebook-dell-inspiron-3501-m46s36m-15-6-hd-10a-geracao-intel-core-i5-8gb-256gb-ssd-windows-mcafee-36-meses/p/akd5g7dg6k/in/nodl/
Macbook Air 13,3” Apple M1 8GB;11438.1;5;0;https://www.magazineluiza.com.br/macbook-air-133-apple-m1-8gb-512gb-ssd-cinza-espacial/p/227625400/in/mack/
Notebook Samsung Book X30 Intel Core i5 8GB 1TB - 15,6” Windows 10;4655.0;5;0;https://www.magazineluiza.com.br/notebook-samsung-book-x30-intel-core-i5-8gb-1tb-156-windows-10/p/de37j3jbj5/in/ntmk/
Notebook Acer, Intel Core i5 10210U, 8GB, 512GB SSD, Tela de 15,6  , Nvidia GeForce MX 250 - A515-54G-52C1;5168.9;5;0;https://www.magazineluiza.com.br/notebook-acer-intel-core-i5-10210u-8gb-512gb-ssd-tela-de-156-nvidia-geforce-mx-250-a515-54g-52c1/p/kchgh0c6kf/in/ntmk/
Notebook Samsung Book X40 Intel Core i5 8GB 1TB - 15,6” Placa de Vídeo 2GB Windows 10;4940.0;5;0;https://www.magazineluiza.com.br/notebook-samsung-book-x40-intel-core-i5-8gb-1tb-156-placa-de-video-2gb-windows-10/p/jf3k187451/in/note/
Notebook Gamer Gigabyte G5 Intel Core i5-10500H, 16GB, SSD 512GB, 15,6 FHD 240Hz, Nvidia RTX 3060 6GB, Windows 10 Home, Preto - KC-5BR2130SH;10526.21;5;0;https://www.magazineluiza.com.br/notebook-gamer-gigabyte-g5-intel-core-i5-10500h-16gb-ssd-512gb-156-fhd-240hz-nvidia-rtx-3060-6gb-windows-10-home-preto-kc-5br2130sh/p/kb3fb5cbkk/in/pcgm/
Notebook acer aspire nitro 5 an515-43-r4c3 amd ryzen 7  8gb  1t hd 128gb ssd 15,6  endless;7469.1;5;0;https://www.magazineluiza.com.br/notebook-acer-aspire-nitro-5-an515-43-r4c3-amd-ryzen-7-8gb-1t-hd-128gb-ssd-156-endless/p/kk192dfh15/in/ntmk/
Notebook Samsung F30 Dual Core Tela 13.3 64SSD 4GBRAM Windows 10;3169.44;5;0;https://www.magazineluiza.com.br/notebook-samsung-f30-dual-core-tela-13-3-64ssd-4gbram-windows-10/p/cfh721g0ha/in/ntmk/
"Notebook 15.6"" aspire 3 celeron n4000/4gb/hd500gb/win10 a315-34-c5ey  ACER";2714.06;4;5;https://www.magazineluiza.com.br/notebook-15-6-aspire-3-celeron-n4000-4gb-hd500gb-win10-a315-34-c5ey-acer/p/gfe85jedbe/in/ntmk/
Notebook Positivo Intel Core I3-6157u 4gb Ssd 128gb Hdmi;2658.09;5;0;https://www.magazineluiza.com.br/notebook-positivo-intel-core-i3-6157u-4gb-ssd-128gb-hdmi/p/jbj0hhb4fa/in/ntmk/
Notebook Gamer Predator Helios 300 PH315-53-75XA Core i7 16GB 1TB 256SSD RTX 2070 MAX-Q 144Hz 15,6 Win 10;9499.05;5;1;https://www.magazineluiza.com.br/notebook-gamer-predator-helios-300-ph315-53-75xa-core-i7-16gb-1tb-256ssd-rtx-2070-max-q-144hz-156-win-10-acer/p/hb321f0d2d/in/apre/
Notebook Vaio FE14 14 FHD i3-10110U 1TB 4GB Linux Debian 10 VJFE42F11X-B2321H;3869.1;5;0;https://www.magazineluiza.com.br/notebook-vaio-fe14-14-fhd-i3-10110u-1tb-4gb-linux-debian-10-vjfe42f11x-b2321h/p/ke93d82ekc/in/ntmk/
Notebook ASUS VivoBook X543MA-GQ1300T Tela 15,6 Celeron Dual Core 4GB 500GB;2483.91;5;0;https://www.magazineluiza.com.br/notebook-asus-vivobook-x543ma-gq1300t-tela-156-celeron-dual-core-4gb-500gb/p/ce2aek17hd/in/ntmk/
"Notebook Samsung 11.6"" Chromebook 4 Intel Celeron 64 GB + 4GB UHD Graphics 600";2579.0;4;2;https://www.magazineluiza.com.br/notebook-samsung-11-6-chromebook-4-intel-celeron-64-gb-4gb-uhd-graphics-600/p/jj012j3ek7/in/chro/
"Notebook Dell Inspiron 3501-M60P 15.6"" HD 11ª Geração Intel Core i7 8GB 256GB SSD Windows 10 Preto";4949.1;5;2;https://www.magazineluiza.com.br/notebook-dell-inspiron-3501-m60p-15-6-hd-11a-geracao-intel-core-i7-8gb-256gb-ssd-windows-10-preto/p/fc249h14gj/in/nodl/
"Notebook Ultraportátil Dell XPS 13 9310-MS30S 13.4"" UltraHD Touch 11ª Geração Intel Core i7 16GB 1TB SSD Windows10 Prata";10979.1;5;0;https://www.magazineluiza.com.br/notebook-ultraportatil-dell-xps-13-9310-ms30s-13-4-ultrahd-touch-11a-geracao-intel-core-i7-16gb-1tb-ssd-windows10-prata/p/ec35g95k29/in/ntmk/
"Notebook Asus, Intel CoreT i5 1035G1, 8GB, 1TB + 256GB SSD, Tela de 15,6"", Nvidia MX130 - X515JF-EJ214T";4398.9;5;0;https://www.magazineluiza.com.br/notebook-asus-intel-coret-i5-1035g1-8gb-1tb-256gb-ssd-tela-de-156-nvidia-mx130-x515jf-ej214t/p/fa06h39910/in/ntmk/
"Notebook 15.6"" book e30 core i3-1115g4 11ª geração, 4gb, 1tb, windows 10 cinza np550xda-kt1br  SAMSUNG";3199.06;5;0;https://www.magazineluiza.com.br/notebook-15-6-book-e30-core-i3-1115g4-11a-geracao-4gb-1tb-windows-10-cinza-np550xda-kt1br-samsung/p/ggk01hhc2j/in/nsbo/
Notebook Samsung Book NP550XDA-KO1BR Windows 10 15,6 Polegadas 500GB 4GB RAM Intel Celeron;3499.0;5;0;https://www.magazineluiza.com.br/notebook-samsung-book-np550xda-ko1br-windows-10-156-polegadas-500gb-4gb-ram-intel-celeron/p/ddb2he67g3/in/note/
Notebook Gamer Aspire Nitro 5 AN515-44-R8HN AMD Ryzen 7 Windows 10 Home 8GB 512GB SSD GTX1650 TI 15,6';6649.05;5;0;https://www.magazineluiza.com.br/notebook-gamer-aspire-nitro-5-an515-44-r8hn-amd-ryzen-7-windows-10-home-8gb-512gb-ssd-gtx1650-ti-156-acer/p/he7jdh0759/in/pcgm/
"Notebook Multilaser Legacy PC131 Intel Quad Core Atom 2GB RAM HD Tela 14"" Windows 10 32GB - Grafite";1449.9;4;11;https://www.magazineluiza.com.br/notebook-multilaser-legacy-pc131-intel-quad-core-atom-2gb-ram-hd-tela-14-windows-10-32gb-grafite/p/bfa4f1hd1j/in/ntmk/
Notebook Samsung Galaxy Book S Intel Core i5;7199.1;5;0;https://www.magazineluiza.com.br/notebook-samsung-galaxy-book-s-intel-core-i5-8gb-256gb-ssd-133-full-hd-led-windows-10/p/135301300/in/ntmk/
Notebook LG Gram 15Z90N Intel Core i5 8GB;5264.1;5;0;https://www.magazineluiza.com.br/notebook-lg-gram-15z90n-intel-core-i5-8gb-256gb-ssd-156-full-hd-lcd-windows-10/p/230220700/in/ntmk/
Notebook ACER A315-34-C6ZS Celeron N4000 4GB 1TB 15,6  Linux - NX.HRNAL.002;3148.49;5;0;https://www.magazineluiza.com.br/notebook-acer-a315-34-c6zs-celeron-n4000-4gb-1tb-156-linux-nx-hrnal-002/p/ce26g560cj/in/ntmk/
"Notebook Samsung NP550XDA-KO1BR, Tela de 15.6"", Windows 10, 500GB, 4GB RAM, Cinza";2469.05;5;0;https://www.magazineluiza.com.br/notebook-samsung-np550xda-ko1br-tela-de-15-6-windows-10-500gb-4gb-ram-cinza/p/ka23d5500d/in/ntmk/
"Notebook Asus Intel Core i7 15.6"" Memória Ram 8GB X512FJ-EJ551T Cinza";5599.0;5;0;https://www.magazineluiza.com.br/notebook-asus-intel-core-i7-15-6-memoria-ram-8gb-x512fj-ej551t-cinza/p/gbh9517d84/in/ntmk/
"Notebook Samsung S51 256GB SSD 4GB, Processador Intel Core I3, Tela 13.3"" Full HD";4496.51;5;0;https://www.magazineluiza.com.br/notebook-samsung-s51-256gb-ssd-4gb-processador-intel-core-i3-tela-13-3-full-hd/p/dg2e98b1b3/in/ntmk/
"Notebook Lenovo, Intel  Core  i7 10750H, 8GB, 512GB SSD, 15,6"", GTX1650, Ideapad Gaming 3i, Chameleon Blue - 82CG0005BR";6731.36;4;6;https://www.magazineluiza.com.br/notebook-lenovo-intel-core-i7-10750h-8gb-512gb-ssd-156-gtx1650-ideapad-gaming-3i-chameleon-blue-82cg0005br/p/hb0b9ecgf8/in/pcgm/
Notebook Acer Aspire 3 A315-56-330J -I3 1005G1 - W10 Home;3149.1;4;1;https://www.magazineluiza.com.br/notebook-acer-aspire-3-a315-56-330j-i3-1005g1-w10-home/p/kc1010dbe3/in/ntmk/
"Notebook Multilaser M11w 2gb Ram Win10 32gb Quad 11,6"" Nb258";1529.1;5;0;https://www.magazineluiza.com.br/notebook-multilaser-m11w-2gb-ram-win10-32gb-quad-116-nb258/p/6032135/in/n2e1/
Notebook Samsung Tela 11.6 N4000 32GB 4GBRAM Chromebook;2151.09;5;0;https://www.magazineluiza.com.br/notebook-samsung-tela-11-6-n4000-32gb-4gbram-chromebook/p/cc5k55j2be/in/chro/
Notebook Dell Inspiron 15 3000 3501-A25P - Intel Core i3 4GB 256GB SSD 15,6” LED Windows 10;3515.0;5;0;https://www.magazineluiza.com.br/notebook-dell-inspiron-15-3000-3501-a25p-intel-core-i3-4gb-256gb-ssd-156-led-windows-10/p/fj2c5dbk21/in/nodl/
Notebook Samsung Book NP550XDA-KO2BR Intel Celeron - 4GB 500GB 15,6” Full HD LED Windows 10;3230.0;5;0;https://www.magazineluiza.com.br/notebook-samsung-book-np550xda-ko2br-intel-celeron-4gb-500gb-156-full-hd-led-windows-10/p/ee1e39gc2c/in/note/
"Kit Notebook Ultrafino Dell Inspiron i5402-M10SF 14"" Full HD 11ª G Intel Core i5 8GB 256GB SSD Windows 10 Microsoft 365";4805.1;5;2;https://www.magazineluiza.com.br/kit-notebook-ultrafino-dell-inspiron-i5402-m10sf-14-full-hd-11a-g-intel-core-i5-8gb-256gb-ssd-windows-10-microsoft-365/p/gke58a9k34/in/nodl/
"Notebook Intel Core i5-8250U 8GB RAM 256GB SSD Asus VivoBook X543UA 15.6"" Windows 10 Home";;5;0;https://www.magazineluiza.com.br/notebook-intel-core-i5-8250u-8gb-ram-256gb-ssd-asus-vivobook-x543ua-15-6-windows-10-home/p/kf8e44e73k/in/ntmk/
