Descrição;TotalReviews;Preço;Url;Loja
"Smart TV 55"" LG 55UN731C 4K UHD 3 HDMI 2 USB Wi-Fi Assitente Virtual Bluetooth";6;2724.07;https://www.americanas.com.br/produto/1902702378?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fa3eea6c5c9bbe5fca36234&buyboxToken=smartbuybox-acom-v2-b7ba17a8-f89c-4dc6-b8e9-c47314fbc0bc-2021-10-15 11:14:32-0300;Americanas
"Samsung Smart Tv 65"" Crystal Uhd 4k 65au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites";0;4699.99;https://www.americanas.com.br/produto/3069509593?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60931a7c52131c3c8153e735&buyboxToken=smartbuybox-acom-v2-9b2dce15-a101-4cc9-8b75-60fd9fee016d-2021-10-15 11:21:28-0300;Americanas
Smart TV Led 55” Tcl P715 4K Android UHD HDR com Wi-Fi e Bluetooth Integrados, Comando de voz à distância, Google Assistant;25;2799.99;https://www.americanas.com.br/produto/2120881316?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fac0293c5c9bbe5fcd032a6&buyboxToken=smartbuybox-acom-v2-602c6970-385d-44ee-b173-664af8597588-2021-10-15 11:22:52-0300;Americanas
Smart TV LED 50” TCL P615 4K UHD HDR Android com Wi-Fi e Bluetooth Integrados;4;2499.99;https://www.americanas.com.br/produto/3130393068?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60b6b1bf52131c3c814d502c&buyboxToken=smartbuybox-acom-v2-8d9bd36b-b67b-40cf-ad63-e0ff61921ce8-2021-10-15 11:20:22-0300;Americanas
"Smart TV LG 50"" 4K NanoCell 50NANO75 3x HDMI 2.0 Inteligência Artificial Thinqai Smart Magic Google Alexa";14;3099.99;https://www.americanas.com.br/produto/3397040721?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9d44252131c3c8100672a;Americanas
"Samsung Smart Tv 55"" Qled 4k 55q70a, Modo Game, Processador Ia, Som Em Movimento Virtual, Tela Sem Limites.";0;4081.76;https://www.americanas.com.br/produto/3060874842?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6086c2590c0704426632213e&buyboxToken=smartbuybox-acom-v2-9b36ef24-2d7f-40ad-95b8-12632272a8af-2021-10-15 11:21:28-0300;Americanas
"Smart TV LED 32"" 32lk615bpsb HD com Conversor Digital 2 HDMI 2 USB Wi-Fi Webos 4.0 Time Machine Ready 60Hz  - Preta";153;0.0;https://www.americanas.com.br/produto/133720706?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=[object Object];Americanas
"Smart TV Tela QLED 55"" Samsung 55Q80A 4K Wi-Fi Integrado com Processador IA 2 USB 4 HDMI";4;4150.96;https://www.americanas.com.br/produto/3060873217?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6092c56e52131c3c81dc6130;Americanas
"Smart TV LED 32"" HD Multilaser TL020 Conversor Digital Externo 3 HDMI 2 USB Wi-Fi";0;1399.9;https://www.americanas.com.br/produto/2502385019?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6039cf3e0c07044266bdd23d&buyboxToken=smartbuybox-acom-v2-94bb0f53-2116-4c73-8dc5-ed8979184eb1-2021-10-15 11:22:23-0300;Americanas
"Smart Tv LG 55"" 55UN7310 4K UHD Wifi Bluetooth HDR 3 HDMI 2 USB Inteligência Artificial Thinq Ai Google Assistente";152;3799.99;https://www.americanas.com.br/produto/1803891151?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f28196379bf8430cb2280bb&buyboxToken=smartbuybox-acom-v2-f4af86f5-4273-4bf6-af88-906048e33220-2021-10-15 11:22:52-0300;Americanas
"Samsung Smart Tv 75"" Uhd 4k 75au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";4;6299.99;https://www.americanas.com.br/produto/3069509534?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60931ad652131c3c8154276f&buyboxToken=smartbuybox-acom-v2-70bb7179-1f1d-4a08-b5eb-0813e9f167fd-2021-10-15 11:21:28-0300;Americanas
Smart TV 43” LG 43LM631C0SB.BWZ Full HD Wi-Fi + 2 USB 3 HDMI;28;2407.94;https://www.americanas.com.br/produto/1324750342?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610d456c52131c3c8193d517&buyboxToken=smartbuybox-acom-v2-cfbf3a51-0bb5-4f7a-90f6-fbe7a1420ce4-2021-10-15 11:22:52-0300;Americanas
"Smart TV LG 50"" 4K NanoCell 50NANO79SND - WiFi Bluetooth HDR Inteligencia Artificial ThinQAI Google Assistente Alexa IOT";0;3817.27;https://www.americanas.com.br/produto/2428078642?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fd0dc710c070442666fc17e;Americanas
"Smart TV Tela QLED 55"" Samsung 55q60a 4K Conversor Digital  Wi-Fi integrado 2 USB 3 HDMI";6;3779.99;https://www.americanas.com.br/produto/3060874906?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6076f4920c070442666411df&buyboxToken=smartbuybox-acom-v2-d234b428-8767-489f-8231-e0b72811378b-2021-10-15 11:22:24-0300;Americanas
Smart TV LED 32” TCL S5200 HD HDR Android com Bluetooth e Google Assistant;1;1599.99;https://www.americanas.com.br/produto/3775815053?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614341c509c351890df4139b;Americanas
"Samsung Smart Tv 55"" Crystal Uhd 4k 55au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";7;3324.99;https://www.americanas.com.br/produto/3069509745?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb9a52131c3c81e305c7&buyboxToken=smartbuybox-acom-v2-c707d6a1-7c51-4982-95e1-d389e39fc13b-2021-10-15 11:21:28-0300;Americanas
Smart TV OLED 55” LG OLED55C1 4K 120hz G-Sync Freesync 4x HDMI 2.1 Inteligência Artificial ThinQ Google Alexa;6;5149.61;https://www.americanas.com.br/produto/3280458357?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=612d383609c351890d278fc8&buyboxToken=smartbuybox-acom-v2-3766feeb-6ea6-48be-b633-5d44f8512792-2021-10-15 11:22:52-0300;Americanas
"Smart TV LED 40"" Philco Ph40e60dsgwa Full HD com Conversor Digital 2 HDMI 2 USB Wi-Fi";31;1899.0;https://www.americanas.com.br/produto/37559487?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e8cb8eb79bf8430cb87b50a&buyboxToken=smartbuybox-acom-v2-a7b0e030-3f1a-4eea-9230-f9ac69eb5fed-2021-10-15 11:22:52-0300;Americanas
Smart TV LED 39 Britânia BTV39G60N5CH Wifi Integrado Processador Quad Core 2 HDMI 1 USB;0;1434.51;https://www.americanas.com.br/produto/3407584466?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60c8b3ee52131c3c816fd0a4&buyboxToken=smartbuybox-acom-v2-4db2ad37-a582-419e-8f0f-3efb0bfa23f9-2021-10-15 11:22:24-0300;Americanas
