Descrição;TotalReviews;Preço;Url;Loja
Geladeira/Refrigerador Electrolux Duplex TF55 Top Freezer 431L Branca;94;3039.78;https://www.americanas.com.br/produto/1808805725?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f08c94579bf8430cb4b5cd5&buyboxToken=smartbuybox-acom-v2-eab44679-aa0d-4dae-8a96-3ab18f235cab-2021-10-15 12:02:19-0300;Americanas
Geladeira 382L Frost Free 2 Portas Electrolux 220v;0;2799.0;https://www.americanas.com.br/produto/1898771249?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f3436d976454e40cabce44a&buyboxToken=smartbuybox-acom-v2-6a314cdf-035b-4ca3-84dc-063b5782cb24-2021-10-15 12:02:48-0300;Americanas
Geladeira Panasonic Frost Free 425L Aço Escovado - NR-BB53PV3X;26;4058.99;https://www.americanas.com.br/produto/1832445037?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f3d5bc6cc79e88b862a5da7&buyboxToken=smartbuybox-acom-v2-697ae274-ea57-4b5e-a08b-8484179a7e01-2021-10-15 12:08:08-0300;Americanas
Geladeira Panasonic Frost Free 387L Branco - NR-BT40BD1W;43;2639.99;https://www.americanas.com.br/produto/1832445011?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f3d5bc6cc79e88b862a5d5b&buyboxToken=smartbuybox-acom-v2-c0bc462f-dbfa-44be-826f-a019aedd1655-2021-10-15 12:08:08-0300;Americanas
Geladeira/Refrigerador Continental TC41 Branca 370L Frost Free;27;2474.99;https://www.americanas.com.br/produto/1661588833?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ea8732279bf8430cbb44405&buyboxToken=smartbuybox-acom-v2-9f32d792-b12b-4271-a9f7-1a26cc528c13-2021-10-15 12:00:34-0300;Americanas
Geladeira / Refrigerador Electrolux Frost Free Bottom Freezer DB84X 598 Litros - Inox;55;5199.0;https://www.americanas.com.br/produto/133234986?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5d41cf2ef216c95bde4326db&buyboxToken=smartbuybox-acom-v2-5ee8dcb6-59ef-47f0-b888-f4246397b653-2021-10-15 12:02:24-0300;Americanas
Geladeira/Refrigerador Electrolux DC51X Cycle Defrost 475 Litros - Inox;98;3298.99;https://www.americanas.com.br/produto/118075622?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5a1d29511f09073c7e617be8&buyboxToken=smartbuybox-acom-v2-e01ece99-9b82-4440-97c0-102343597669-2021-10-15 12:08:08-0300;Americanas
Geladeira/Refrigerador Electrolux Duplex IF55S Frost Free Inverter Top Freezer 431L Platinum;0;3798.99;https://www.americanas.com.br/produto/1210745852?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5db2f19660de01a83e06f79e&buyboxToken=smartbuybox-acom-v2-cd26acfc-a526-4c6d-9e16-569cb2d02406-2021-10-15 12:08:08-0300;Americanas
Geladeira/Refrigerador Brastemp Frost Free 375 Litros BRM45 - Branca;128;2948.0;https://www.americanas.com.br/produto/133605812?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5b19405d172743a0f5a076ed&buyboxToken=smartbuybox-acom-v2-777152b1-d45c-4450-9c74-75ea7e618588-2021-10-15 12:08:08-0300;Americanas
Geladeira/Refrigerador Consul Frost Free CRB39AK 342L - Evox;70;2047.57;https://www.americanas.com.br/produto/130027877?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6156fab709c351890d3e225d&buyboxToken=smartbuybox-acom-v2-d00ed038-548c-4bcb-a6ce-14f6a4e7b64d-2021-10-15 12:08:08-0300;Americanas
Geladeira/Refrigerador Consul Duplex Frost Free 340 litros CRM39 Evox;63;2698.0;https://www.americanas.com.br/produto/134571811?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5d5f0bbcf216c95bdec1e69e&buyboxToken=smartbuybox-acom-v2-39e0573a-4b6c-4839-b3b6-d54609800a6e-2021-10-15 12:08:08-0300;Americanas
Geladeira Brastemp Frost Free 400 litros - BRM54 Branco;84;3197.75;https://www.americanas.com.br/produto/132718727?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6143fcdb09c351890dc1848b&buyboxToken=smartbuybox-acom-v2-ee56bbc2-ea97-48ff-8717-c33359a49286-2021-10-15 12:08:08-0300;Americanas
Geladeira/Refrigerador Electrolux Frost Free 2 Portas TF56S 474 Litros Platinum;45;3448.99;https://www.americanas.com.br/produto/81988514?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e4559ca79bf8430cb7b7439&buyboxToken=smartbuybox-acom-v2-1802478f-eea8-49bc-be9c-7311218b3126-2021-10-15 12:02:24-0300;Americanas
Geladeira/Refrigerador Electrolux Frost Free Bottom Freezer 454 Litros DB53;29;3699.99;https://www.americanas.com.br/produto/2854754404?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6040f8b70c070442663696ca&buyboxToken=smartbuybox-acom-v2-ddfb7906-1e30-47f1-99ad-e939aa59096f-2021-10-15 12:06:03-0300;Americanas
Refrigerador Panasonic BT40 387L 2 Portas Aço Escovado Frost Free NR-BT40BD1X;0;2358.99;https://www.americanas.com.br/produto/3942560562?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6148d23c09c351890da2a358;Americanas
Geladeira Consul CRB39AB Frost Free 342L;2;1975.05;https://www.americanas.com.br/produto/3575493694?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f71aa452131c3c819336a5&buyboxToken=smartbuybox-acom-v2-0c815956-5041-4a80-b0ef-59ff50c40fc3-2021-10-15 12:08:08-0300;Americanas
Geladeira Consul Frost Free Duplex CRM50 410L Espaço Flex Inox com Controle Interno de Temperatura;5;3148.0;https://www.americanas.com.br/produto/3144925483?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6093f53152131c3c8180beb8&buyboxToken=smartbuybox-acom-v2-13415640-1d2a-4e4b-b1b0-21e786858ca4-2021-10-15 12:03:12-0300;Americanas
Geladeira / Refrigerador Brastemp Inverse Frost Free BRE80AK 573 Litros Evox;126;5417.14;https://www.americanas.com.br/produto/124738331?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6156fa7b09c351890d3dbad3&buyboxToken=smartbuybox-acom-v2-0b46a1ff-ad28-4e5c-988f-d049427db3a0-2021-10-15 12:08:08-0300;Americanas
Geladeira Top Freezer 382l Branco (tf42);7;2592.5;https://www.americanas.com.br/produto/1967090085?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5be4b61c172743a0f5802546&buyboxToken=smartbuybox-acom-v2-64158fdb-6909-4adf-9b03-0263b41fa779-2021-10-15 11:59:23-0300;Americanas
Geladeira / Refrigerador Electrolux Duplex IF55  Frost Free Inverter Top Freezer 431L Branco;78;3648.28;https://www.americanas.com.br/produto/262974569?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5d9f495d752195a97275ec9c&buyboxToken=smartbuybox-acom-v2-0e175710-5445-4da6-a4f2-cd5fb0ef70d2-2021-10-15 12:08:20-0300;Americanas
Geladeira Panasonic Frost Free NR-BT50BD3W 435L Branco;20;2731.68;https://www.americanas.com.br/produto/1853882973?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60ec89fd52131c3c81e2c1f6&buyboxToken=smartbuybox-acom-v2-baafcc22-eda9-4d60-98d6-46f7eb51f250-2021-10-15 12:08:20-0300;Americanas
Geladeira Panasonic Frost Free 483L NR-BT55PV2X Aço Escovado;33;3522.8;https://www.americanas.com.br/produto/2134990564?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fa46af5c5c9bbe5fc953525&buyboxToken=smartbuybox-acom-v2-ca22b94a-d4b3-4749-ae16-05efc3c93aed-2021-10-15 12:08:20-0300;Americanas
Geladeira Refrigerador Esmaltec 276L Duplex Inox RCD34 Cinza - 127v;4;1889.1;https://www.americanas.com.br/produto/1673268116?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5faa9b4ec5c9bbe5fc493c63&buyboxToken=smartbuybox-acom-v2-2ef55dc9-5bd3-4c25-9f5e-edaa1dabfb73-2021-10-15 12:00:21-0300;Americanas
Geladeira Brastemp Frost Free 500 litros - BRM57 Inox;141;4318.99;https://www.americanas.com.br/produto/132718807?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e2997e51729c3bbf147cb28&buyboxToken=smartbuybox-acom-v2-97624b38-d8e7-48a3-b0d7-7c1dc8ef5031-2021-10-15 12:04:41-0300;Americanas
Refrigerador Cycle Defrost 276 Litros rcd 34 - Esmaltec;21;1709.1;https://www.americanas.com.br/produto/10998806?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5c61531df216c95bdebf9138&buyboxToken=smartbuybox-acom-v2-decc055a-a6af-4ccd-ac3e-debe0af7350f-2021-10-15 12:08:20-0300;Americanas
Geladeira / Refrigerador Brastemp Frost Free Side by Side BRO80ABANA  Inverse  -  540 litros Branco;65;6551.0;https://www.americanas.com.br/produto/117966010?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5c740bdbf216c95bde0b04a9&buyboxToken=smartbuybox-acom-v2-daf9d6fe-bd29-4f7e-8552-8e6462ea4c4e-2021-10-15 12:03:00-0300;Americanas
Geladeira/Refrigerador Consul CRM43 386 Litros Branco;76;2799.0;https://www.americanas.com.br/produto/1843116909?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f7dec201b186381b585b0da&buyboxToken=smartbuybox-acom-v2-55ce1d89-b6e2-4288-a1bc-e1778cc0525c-2021-10-15 12:08:20-0300;Americanas
Geladeira / Refrigerador Electrolux Side by Side Frost Free SS72X 504 Litros;46;8699.0;https://www.americanas.com.br/produto/110957276?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5a19e8b31f09073c7ea6212d;Americanas
Geladeira/Refrigerador Electrolux Duplex Cycle Defrost DC51 475 Litros Branco;104;2982.65;https://www.americanas.com.br/produto/110419822?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61143d30549cd5594f4717b3&buyboxToken=smartbuybox-acom-v2-a1cd0956-1421-4764-b72a-88a9264f01de-2021-10-15 12:08:20-0300;Americanas
Geladeira Panasonic Frost Free 480L Black Glass - NR-BB71GVFB;14;5629.99;https://www.americanas.com.br/produto/2134948008?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fa6a220c5c9bbe5fc5eb53e&buyboxToken=smartbuybox-acom-v2-2fd3384b-49cc-4edb-ae99-3cdd2cef296c-2021-10-15 12:08:20-0300;Americanas
Geladeira/Refrigerador Brastemp Duplex BRM57 Frost Free 500 litros Branco;108;3998.99;https://www.americanas.com.br/produto/132717265?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5b6c54a3172743a0f5424b35&buyboxToken=smartbuybox-acom-v2-eae4ac76-6324-43b2-802a-86788c6872bf-2021-10-15 12:08:20-0300;Americanas
Geladeira/refrigerador Top Freezer 474l Branco (tf56);75;3199.0;https://www.americanas.com.br/produto/83562601?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5db7463560de01a83e61608c&buyboxToken=smartbuybox-acom-v2-3e3a356f-ebae-4911-97b8-7c72cb50e12f-2021-10-15 12:08:20-0300;Americanas
Geladeira Brastemp Frost Free 462 litros - BRM56 Branco;43;3799.0;https://www.americanas.com.br/produto/132717302?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5b6cae92172743a0f588cbdd&buyboxToken=smartbuybox-acom-v2-9f6b287a-6073-41db-8212-2a8173967aec-2021-10-15 12:08:20-0300;Americanas
Geladeira/Refrigerador Philco PRF406 French Door Frost Free;2;4741.45;https://www.americanas.com.br/produto/2990146825?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=607de3530c07044266d8ea08&buyboxToken=smartbuybox-acom-v2-f71d4906-5c46-448f-bb3a-bb57d8d5226e-2021-10-15 12:08:20-0300;Americanas
Refrigerador Panasonic BB53 Inverter Bottom Freezer 425L 2 Portas Aço Escovado Frost Free 127V NR-BB53PV3XA;2;3699.98;https://www.americanas.com.br/produto/3029310483?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=605262e10c0704426686de08;Americanas
Geladeira Panasonic Frost Free 480L Aço Escovado - NR-BB71PVFX;17;4499.99;https://www.americanas.com.br/produto/2136437463?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6037982d0c07044266853f82&buyboxToken=smartbuybox-acom-v2-c0936662-358f-4c73-b581-fc213e5cadbe-2021-10-15 12:08:20-0300;Americanas
Refrigerador Midea Side by Side 528L Preto Midea;4;5713.27;https://www.americanas.com.br/produto/2833463510?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=601465670c070442661c22b0;Americanas
Geladeira Panasonic Frost Free 483L NR-BT55PV2W Branca;25;3279.99;https://www.americanas.com.br/produto/2134975276?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fb93cb0762ff36719b84bb4;Americanas
Geladeira Refrigerador Frost Free Duplex Brastemp - BRE80ABANA - 573L - Inverse, Iluminaçao de Led e Smart Bar - Branca;144;5425.0;https://www.americanas.com.br/produto/111574111?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5df2715d1729c3bbf11d4f1d&buyboxToken=smartbuybox-acom-v2-af378dab-105d-4548-b8f6-f69e5f6d9914-2021-10-15 12:08:20-0300;Americanas
Geladeira / Refrigerador Consul 1 Porta Facilite CRB36 com Frost Free 300L - Branco;120;2084.68;https://www.americanas.com.br/produto/5091204?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5b7ebd6e172743a0f5dec84c&buyboxToken=smartbuybox-acom-v2-b96e25cc-f460-4996-8f63-5538f22abbf3-2021-10-15 12:02:09-0300;Americanas
Geladeira/Refrigerador Philco Side By Side PRF504I Inox 489L;16;5107.8;https://www.americanas.com.br/produto/1809493508?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f08add879bf8430cb16c5eb&buyboxToken=smartbuybox-acom-v2-fc78e1d6-4614-405c-9e86-be9a1c3affa3-2021-10-15 12:00:21-0300;Americanas
Geladeira Consul CRE44 Frost Free Duplex 397 Litros Branca Com Freezer Embaixo;105;3548.0;https://www.americanas.com.br/produto/134544249?pfm_carac=geladeira&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5d5fe32ef216c95bdea45be1&buyboxToken=smartbuybox-acom-v2-a3dfa911-211e-42e6-9bd2-1cf265cb5e1d-2021-10-15 12:02:09-0300;Americanas
