Descrição;TotalReviews;Preço;Url;Loja
Notebook Compaq Presario 420 Intel Pentium-N3700 4GB 120GB W10 14,1'' Cinza;152;1758.94;https://www.americanas.com.br/produto/3252219113?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60af8a8752131c3c81e07843&buyboxToken=smartbuybox-acom-v2-6a6a13e2-cba2-4d39-a0d9-67b47403b077-2021-10-15 11:18:08-0300;Americanas
"Notebook Ultra UB320 Intel Pentium-J3710 4GB 120GB W10 14"" - Preto";51;1642.49;https://www.americanas.com.br/produto/3240384314?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d34dfc52131c3c818e4653&buyboxToken=smartbuybox-acom-v2-3248a5e4-3128-4dc4-9aa9-a6fdfd24fb86-2021-10-15 11:18:08-0300;Americanas
"Notebook Multilaser PC134 Legacy Cloud Intel Atom-Z8350 2GB 64GB W10 14"" Cinza";0;1234.99;https://www.americanas.com.br/produto/3474930365?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614214a909c351890d070c61&buyboxToken=smartbuybox-acom-v2-3da48fc7-6e17-4ba6-971e-0cbd16aa01f5-2021-10-15 11:08:33-0300;Americanas
"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i3-10110U 4GB 1TB W10 15.6"" Prata";39;2852.72;https://www.americanas.com.br/produto/3171321520?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a5579d52131c3c81627de5&buyboxToken=smartbuybox-acom-v2-cd30c54e-08f0-4c69-a93e-3934c2dc5018-2021-10-15 11:18:08-0300;Americanas
"Notebook Dell Inspiron 3501-M46P 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows Preto";9;3599.1;https://www.americanas.com.br/produto/3714683077?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61168ada549cd5594fe46f4b;Americanas
Notebook Gamer Acer Nitro 5 AN515-54-574Q Intel Core i5 8GB 512GB ssd gtx 1650 15.6' Full HD Endless;18;4975.17;https://www.americanas.com.br/produto/1788009544?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610873c052131c3c81360cb2;Americanas
Notebook Samsung Book Intel Celeron-6305 4GB 500GB W10 FHD 15,6'' Branco NP550XDA-KO2BR;34;2364.55;https://www.americanas.com.br/produto/3081358679?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=607b01460c0704426624a29f&buyboxToken=smartbuybox-acom-v2-6b8e9dbf-bfe8-4b76-9ce3-24f641891815-2021-10-15 11:08:33-0300;Americanas
Notebook Positivo Motion Q464C Intel Atom Quad Core 4GB 64GB eMMC 14,1'' W10 - Cinza;40;1633.22;https://www.americanas.com.br/produto/2859505618?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=602d5d2a0c07044266194940&buyboxToken=smartbuybox-acom-v2-c01a4df9-8a7e-43b2-9404-67dba12e1043-2021-10-15 11:18:08-0300;Americanas
Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Branco NP550XDA-KT2BR;52;2839.55;https://www.americanas.com.br/produto/3081358708?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608bf92f52131c3c81814d01&buyboxToken=smartbuybox-acom-v2-b2555e5a-6c7c-451f-9b20-9a522f1b0ac1-2021-10-15 11:18:08-0300;Americanas
"Kit Notebook Dell Inspiron i3501-M10PC 15.6"" HD 11ª Geração Intel Pentium Gold 4GB 128GB SSD Windows 10 + Capa Essential";11;2744.1;https://www.americanas.com.br/produto/3246712657?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6090037a52131c3c81de9a3c;Americanas
"Notebook Positivo 2 em 1 Duo C464C Intel Celeron 4GB 64GB W10 IPS Full HD 11.6""";87;1612.26;https://www.americanas.com.br/produto/1885941991?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f6b3db31b186381b5d9fc80&buyboxToken=smartbuybox-acom-v2-b4df0944-fe75-4595-bc0c-55b399a00892-2021-10-15 11:18:08-0300;Americanas
Notebook Samsung Book Intel Core I7-1165G7 8GB 256GB SSD (Intel Iris Xe) Windows 10 FHD 15.6'' Cinza Chumbo NP550XDA-KS1BR;32;4422.82;https://www.americanas.com.br/produto/3081358100?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608bf92f52131c3c81814bac;Americanas
"Notebook Dell Inspiron i3501-M10P 15.6"" HD 11ª Geração Intel Pentium Gold 4GB 128GB SSD Windows 10 Preto";26;2609.1;https://www.americanas.com.br/produto/3246712753?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6090037952131c3c81de976d;Americanas
Notebook Gamer Acer Aspire Nitro AN515-43-R9K7 AMD R5 8GB (GeForce GTX1650 4GB) 1TB + 256GB SSD 15,6'' FHD Endless Os - Preto;42;4939.24;https://www.americanas.com.br/produto/1824323531?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f2c1ec379bf8430cb71cbf5&buyboxToken=smartbuybox-acom-v2-0007fbd9-2dd0-41ae-a842-d8c1f1261de8-2021-10-15 11:18:09-0300;Americanas
"Notebook Lenovo Ultrafino Ideapad S145 Intel Core i5-1035G1 8GB 256GB SSD W10 15.6"" Prata";1;3229.99;https://www.americanas.com.br/produto/3515105021?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6113d7b9549cd5594f34748b&buyboxToken=smartbuybox-acom-v2-6ad0dc89-feac-43b3-90d7-ede337a6cc32-2021-10-15 11:08:55-0300;Americanas
"Notebook Multilaser PC302 2 Em 1 Intel Pentium-N3700 4GB 64GB W10 11.6"" Prata";0;1472.49;https://www.americanas.com.br/produto/3292807673?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60ddfe4852131c3c81cde79a&buyboxToken=smartbuybox-acom-v2-cc2e8078-1fb9-444f-bcd3-96eecf642829-2021-10-15 11:18:09-0300;Americanas
"Notebook Samsung Flash F30 Intel Celeron 4GB 64GB SSD Full HD Tela LED 13.3"" Windows 10 - Coral";161;3074.05;https://www.americanas.com.br/produto/134187974?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5db856cb60de01a83e960201&buyboxToken=smartbuybox-acom-v2-1bc30e76-fb1c-48a7-aa61-dd68f2ab2267-2021-10-15 11:18:09-0300;Americanas
Notebook Gamer Predator Helios 300 PH315-53-75N8 Intel Core i7 16GB 512GB ssd rtx 2060 15,6' Windows 10;11;8108.27;https://www.americanas.com.br/produto/2970023975?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=603fa55b0c0704426656d968;Americanas
"Notebook Ultrafino Dell Inspiron i5502-M40S 15.6"" Full HD 11ª G. Intel Core i7 16GB 512GB SSD NVIDIA GeForce Windows 10";13;5974.32;https://www.americanas.com.br/produto/2965392291?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=603e26ee0c0704426645e6a6;Americanas
"Notebook Dell Inspiron I15-3583-AS90P 8ª Intel Core I7 8GB 256GB SSD 15,6"" W10";14;4464.99;https://www.americanas.com.br/produto/1936036537?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f4d81e7cc79e88b86283f9b;Americanas
"Notebook Vaio FE14 VJFE42F11X-B1521H Intel Core i3-10110U 4GB 128GB SSD FHD Linux 14"" Chumbo Escuro";12;2777.18;https://www.americanas.com.br/produto/3386663498?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9c40652131c3c81e18211;Americanas
Notebook Gamer Predator Helios 300 PH315-53-75NL Intel Core i7 16GB 512GB ssd rtx 2070 max-q 15,6' Windows 10;22;8753.32;https://www.americanas.com.br/produto/2970875060?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=604007d60c07044266e77992;Americanas
"Notebook Multilaser PC135 Legacy Cloud Intel Atom-Z8350 2GB 64GB W10 14"" Vermelho";5;1279.24;https://www.americanas.com.br/produto/3480208176?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f1679752131c3c81597b9b&buyboxToken=smartbuybox-acom-v2-109832bb-7202-4dc6-a9d9-f13824ee8a58-2021-10-15 11:18:09-0300;Americanas
Notebook Acer Aspire 5 A515-54G-52C1 Intel Core i5-10210U 8GB (MX250 2GB) 512GB W10 15.6'' ¿ Prata;35;4169.55;https://www.americanas.com.br/produto/3281043348?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60b6218452131c3c81f12753;Americanas
"Notebook Ultrafino Dell Inspiron i5402-M10S 14"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";10;4589.1;https://www.americanas.com.br/produto/2965391600?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6054d70e0c07044266ff4d1d;Americanas
Notebook Acer Aspire 3 Intel Celeron 4GB 1TB Endless;16;2483.1;https://www.americanas.com.br/produto/1850094189?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f189ec779bf8430cb940c6f&buyboxToken=smartbuybox-acom-v2-6d502d83-cb91-4f0c-ac9e-531f56b164cb-2021-10-15 11:18:09-0300;Americanas
"Notebook Multilaser PC310 Legacy Book Intel Pentium N3700 4GB 64GB W10 14"" - Preto";0;1338.55;https://www.americanas.com.br/produto/2529722273?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ffefd1f0c07044266fac244&buyboxToken=smartbuybox-acom-v2-852be7aa-e929-471c-a373-e6539b11229d-2021-10-15 11:18:09-0300;Americanas
Notebook Positivo Motion Q4128C Intel Atom-Z8350 4GB 128GB W10 14,1'' Dourado;2;1662.49;https://www.americanas.com.br/produto/3327921071?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60c8976352131c3c814b689a;Americanas
"Notebook 2 em 1 Dell Inspiron 5406-M10S 14"" Touch 11ª Geração Intel Core i3 4GB 128GB SSD Windows 10 McAfee";12;3959.1;https://www.americanas.com.br/produto/2866312152?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=601a9e3d0c07044266f352c7;Americanas
"Notebook Dell Inspiron i3501-M25P 15.6"" HD 10ª Geração Intel Core i3 4GB 256GB SSD Windows 10 Preto";16;3149.1;https://www.americanas.com.br/produto/2965391837?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=603e26ce0c0704426645a97f;Americanas
Notebook Compaq Presario 430 Intel Core I3-6157U 4GB 120GB W10 14,1'' Cinza;33;2446.22;https://www.americanas.com.br/produto/3252219050?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60ab9c5352131c3c8159e1d6&buyboxToken=smartbuybox-acom-v2-4f0b6d7d-d498-43ac-b539-47bb2b0be1e8-2021-10-15 11:18:09-0300;Americanas
Notebook Acer Aspire 5 A514-53-32LB Intel Core I3 Windows 10 Home 4GB ram 128GB ssd 14.0';7;3134.05;https://www.americanas.com.br/produto/2935475909?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=603675720c07044266ae0916;Americanas
Notebook Samsung Tela 11.6 N4000 32GB 4GBRAM Chromebook XE310XBA-KT1BR;2;1790.91;https://www.americanas.com.br/produto/3316799656?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d25aed52131c3c81995fc9&buyboxToken=smartbuybox-acom-v2-fe098ca7-0a39-4c79-bfff-c3cdbfcc6c6e-2021-10-15 11:18:09-0300;Americanas
Notebook Acer Aspire 5 A514-54G-54Y4 Intel Core i5 11ª Gen Windows 10 Home 8GB 256GB ssd 14' Full HD;0;4060.34;https://www.americanas.com.br/produto/3825089089?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=612d56cf09c351890d69c561;Americanas
"Notebook Samsung Flash F30 Intel Celeron 4GB 64GB SSD Full HD 13.3"" W10 - Cinza";152;3074.05;https://www.americanas.com.br/produto/134187878?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5db856d160de01a83e9622d8&buyboxToken=smartbuybox-acom-v2-293b426f-92f7-4b03-b482-a7d5a05c25b3-2021-10-15 11:18:09-0300;Americanas
"Notebook Multilaser PC130 Legacy Cloud Atom 2GB 32GB 14"" W10";6;1528.79;https://www.americanas.com.br/produto/1882044590?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f3afda0cc79e88b860beaab&buyboxToken=smartbuybox-acom-v2-f2712019-5a5a-49db-a73a-a4bb87479a35-2021-10-15 11:12:24-0300;Americanas
"Notebook Vaio FE15 VJFE53F11X-B Intel Core i7-1065G7 8GB 512GB SSD HD Linux 15,6"" - Chumbo";11;4433.64;https://www.americanas.com.br/produto/3034939761?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=606471db0c0704426644ebff;Americanas
Notebook i5 8GB SSD 240GB Tela FULL HD 15.6 - Brazil Pc;4;3169.4;https://www.americanas.com.br/produto/2339489491?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fce36380c07044266ad91a0&buyboxToken=smartbuybox-acom-v2-9209abf5-02ba-4683-8289-c21cf170dd82-2021-10-15 11:18:09-0300;Americanas
Notebook Positivo Motion Q4128C Intel Atom-Z8350 4GB 128GB eMMC W10 14,1'' - Cinza;18;2159.1;https://www.americanas.com.br/produto/2875670912?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6117f2a809c351890d81e3d6&buyboxToken=smartbuybox-acom-v2-82cc8ea5-4a4e-4de0-88a9-4bafa2f7111b-2021-10-15 11:18:09-0300;Americanas
Notebook Gamer Aspire Nitro 5 AN515-44-R8HN amd Ryzen 7 Windows 10 Home 8GB 512GB ssd GTX1650 ti 15,6';8;7599.05;https://www.americanas.com.br/produto/3780392471?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6125307209c351890deff50e;Americanas
"Notebook Dell Inspiron i3501-U20P 15.6"" HD 10ª Geração Intel Core i3 4GB 128GB SSD Linux Preto";1;2834.1;https://www.americanas.com.br/produto/2965392127?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=603e26cf0c0704426645ac66;Americanas
"Notebook Positivo Motion Intel Atom Q464B 4GB 64GB SSD 14"" Windows 10 Cinza";95;1899.0;https://www.americanas.com.br/produto/1682950125?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ef4c2c279bf8430cbcd0149&buyboxToken=smartbuybox-acom-v2-02528295-122f-464e-9562-9ba1ef7318cc-2021-10-15 11:18:16-0300;Americanas
Notebook Acer Aspire 5 A514-53-59QJ Intel Core I5 8GB 256GB ssd 14' Windows 10;13;3500.77;https://www.americanas.com.br/produto/2587924658?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fbc2963762ff36719917893;Americanas
"Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6"" - Cinza Chumbo";4;3699.99;https://www.americanas.com.br/produto/3081357932?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6108369d52131c3c8183de15&buyboxToken=smartbuybox-acom-v2-41f84f38-118e-4fb8-9cd8-9d3a3e27afd5-2021-10-15 11:18:16-0300;Americanas
"Notebook Dell Inspiron 3501-M46S 15.6"" HD 10ª Geração Intel Core i5 8GB 256GB SSD Windows";0;3959.1;https://www.americanas.com.br/produto/3714683624?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61168ada549cd5594fe46fcc;Americanas
"Notebook Dell Inspiron i3501-U10P 15.6"" HD 11ª Geração Intel Pentium Gold 4GB 128GB SSD Linux Preto";2;2744.1;https://www.americanas.com.br/produto/3246712374?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=609003d552131c3c81df19cf;Americanas
"Notebook Samsung Book Intel Celeron-6305 4GB 500GB W10 FHD 15.6'' - Cinza Chumbo + Mochila Targus Geolite Essential 15,6"" Cinza";0;2799.99;https://www.americanas.com.br/produto/3278142898?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60b236c952131c3c81eeace4;Americanas
Notebook Dell Alienware m15 R6 i1100-M10P 15.6 fhd 11ª ger Intel Core i7 16GB 512GB ssd rtx 3060 Win 11;0;11999.0;https://www.americanas.com.br/produto/4064041004?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615c4c7309c351890de71f0c;Americanas
"Notebook Positivo Motion Gold 14.1"" HD, LED, Intel Atom Z8350, 4GB RAM, 64 GB eMMC, Q464C, Dourado";0;1299.99;https://www.americanas.com.br/produto/3873872772?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613abcc309c351890dd5257e;Americanas
"Notebook Lenovo Ultrafino Ideapad S145 8ª Intel Core I7 8GB (Geforce MX110 com 2GB) 1TB W10 15,6"" Prata";159;4999.0;https://www.americanas.com.br/produto/134573381?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fb02c5f762ff3671977ff56;Americanas
"Notebook Samsung Book Intel Core i5-1135G7 8GB 1TB (Intel Iris Xe) W10 FHD 15.6"" - Branco + Mochila Targus Intellect Essential 15,6"" - Black";1;4299.99;https://www.americanas.com.br/produto/3278138021?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60b234bc52131c3c81eca32e;Americanas
Notebook Asus VivoBook, Intel CoreT i5 8250U, 8GB, 256GB ssd, Tela de 15,6, Cinza Escuro - X543UA-DM3457T;0;3266.01;https://www.americanas.com.br/produto/3662229082?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610b341952131c3c81cde8d0;Americanas
Notebook Multilaser PC131 Legacy Cloud Intel Atom Z8350 2GB 32GB W10 14'';24;1669.9;https://www.americanas.com.br/produto/2529730863?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61326a2909c351890dcee635&buyboxToken=smartbuybox-acom-v2-69697547-67eb-4940-8be9-6689b0af50b3-2021-10-15 11:18:16-0300;Americanas
Notebook Samsung Book Intel Core i5, 8GB, 256GB ssd, Intel Iris Xe, 15.6'' Full HD LED;8;4999.0;https://www.americanas.com.br/produto/3500912170?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6154eb3509c351890d6a3fcf;Americanas
Notebook Acer Aspire 5 A514-53G-51BK Intel Core i5 8GB 256GB ssd 14' Windows 10;6;4084.05;https://www.americanas.com.br/produto/3221940442?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60882a0152131c3c81620989;Americanas
Notebook Gamer Aspire Nitro 5 AN517-51-78YY Intel Core I7 8GB 512GB ssd gtx 1650 17,3' Endless os;2;5620.22;https://www.americanas.com.br/produto/2013508815?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6160678a09c351890db48d92;Americanas
"Notebook Dell Inspiron 3501-M50P 15.6"" HD 11ª Geração Intel Core i5 8GB 256GB SSD NVIDIA GeForce Windows 10 Preto";0;4229.1;https://www.americanas.com.br/produto/3221592273?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6131091209c351890d6abb6b;Americanas
Notebook Gamer Acer 9º Geração Intel Core i5-9300H 8GB HD 1T+128SSD GeForceGTX1650 Tela 15.6 Polegadas;5;5039.1;https://www.americanas.com.br/produto/1902742556?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f2dabc579bf8430cbf15e6c;Americanas
"Notebook Lenovo V14 i5-1135G7 8GB 256SSD Intel Iris Xe Graphics Win 10 Home 14"" HD 82NM000EBR Preto";2;3475.12;https://www.americanas.com.br/produto/3628122206?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6102b7da52131c3c8174e15d;Americanas
"Notebook Ultrafino Dell Inspiron i5502-M10S 15.6"" Full HD 11ª Geração Intel Core i5 8GB 256GB SSD Windows 10 Prata";8;5219.1;https://www.americanas.com.br/produto/2965392346?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6054d7ff0c0704426600a2cc;Americanas
"Notebook Dell Inspiron i3501-U25P 15.6"" HD 10ª Geração Intel Core i3 4GB 256GB SSD Linux Preto";4;3239.1;https://www.americanas.com.br/produto/2965391984?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=603e26bd0c07044266458dfb;Americanas
Notebook Positivo Motion Gold C4128E-S Intel Celeron-N3350 4GB 128GB SSD W10 14,1'' Dourado;0;1877.19;https://www.americanas.com.br/produto/3346547100?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d1e71b52131c3c81c3113e;Americanas
"Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SSD W10 15.6"" - Preto + Office 365 Personal";1;3349.99;https://www.americanas.com.br/produto/3155359974?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61520a6f09c351890d7d16e5;Americanas
"Notebook Lenovo Ultrafino Ideapad 3 AMD Ryzen 7 8GB 256GB SSD W10 15.6"" Prata";2;3989.99;https://www.americanas.com.br/produto/3383639290?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61151987549cd5594f44be1d;Americanas
Notebook Samsung Galaxy Book S 13.3'' Intel Core i5 Full HD Led;2;5444.1;https://www.americanas.com.br/produto/3024034862?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=604d1c000c0704426618fc32;Americanas
"Notebook Compaq Presario 420 Intel Pentium-N3700 4GB 120GB W10 14,1'' - Cinza + Mochila Targus Geolite Essential 15,6"" - Cinza";1;1999.99;https://www.americanas.com.br/produto/3694270303?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61158b2a549cd5594f9280d7;Americanas
"Notebook Lenovo V14 i3-1115G4 8GB 256GB SSD Windows 10 Home 14"" 82NM0006BR Preto";0;3052.72;https://www.americanas.com.br/produto/3628117790?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6102b7b552131c3c81744bb0;Americanas
Notebook Multilaser M8W Plus 2 em 1 Hibrido Intel Quad Core 2Gb 32Gb 8.9 Pol. Dual Câmera Windows 10 Preto - NB242 - Padrão;1;1076.28;https://www.americanas.com.br/produto/1219673912?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5daef59760de01a83e027bb3;Americanas
"Notebook Dell Inspiron 3501-U41P 15.6"" HD 10ª Geração Intel Core i5 4GB 256GB SSD Linux Preto";0;3464.1;https://www.americanas.com.br/produto/3714684467?pfm_carac=notebook&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61168ae8549cd5594fe49a48;Americanas
