Descrição;TotalReviews;Preço;Url;Loja
Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Azul;180;1329.1;https://www.americanas.com.br/produto/2969966651?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=606c9b330c07044266417b03&buyboxToken=smartbuybox-acom-v2-797891ff-850a-4434-a4b7-53e745814198-2021-10-15 11:28:58-0300;Americanas
Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Pink;40;1049.0;https://www.americanas.com.br/produto/3171317846?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608bf37152131c3c8179ee52&buyboxToken=smartbuybox-acom-v2-b75e044e-9fad-44b9-b540-2c1037626ea8-2021-10-15 11:28:58-0300;Americanas
Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;118;902.84;https://www.americanas.com.br/produto/3163815714?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60b7508e52131c3c8127c67e&buyboxToken=smartbuybox-acom-v2-be48c5da-867f-481f-b12a-ed11941258a2-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud Navy;418;2229.0;https://www.americanas.com.br/produto/3234381133?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a25e7852131c3c8106f73e&buyboxToken=smartbuybox-acom-v2-77577a6d-3cca-4e93-96f0-a1362fc573f9-2021-10-15 11:28:31-0300;Americanas
Smartphone Motorola Moto E6i 32GB 4G Wi-Fi Tela 6.1'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Pink;59;615.48;https://www.americanas.com.br/produto/2910438423?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6038f63a0c070442663a54e1&buyboxToken=smartbuybox-acom-v2-226d880a-5bd7-4826-a90a-422910c83f75-2021-10-15 11:28:58-0300;Americanas
Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;301;955.57;https://www.americanas.com.br/produto/2655733694?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6006c76d0c07044266e65499&buyboxToken=smartbuybox-acom-v2-967d7e90-e3bd-45f1-b578-2f031fe5cc86-2021-10-15 11:35:42-0300;Americanas
Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Vermelho Coral;48;645.05;https://www.americanas.com.br/produto/2917268922?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6042382b0c070442666f8f95&buyboxToken=smartbuybox-acom-v2-dd5058e9-9af5-45fc-9936-e8b647140ce9-2021-10-15 11:28:03-0300;Americanas
Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud White;216;2229.0;https://www.americanas.com.br/produto/3234383930?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a25e7752131c3c8106f4d9&buyboxToken=smartbuybox-acom-v2-4e44ca6f-dea2-4f54-a02e-4974a70ee5cf-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;204;759.05;https://www.americanas.com.br/produto/2655734742?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610d94c652131c3c816e5d1a&buyboxToken=smartbuybox-acom-v2-3aeaac37-be12-4c53-a489-4467ffa63eeb-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Preto;308;609.1;https://www.americanas.com.br/produto/2891924281?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6040d97c0c07044266f9300f&buyboxToken=smartbuybox-acom-v2-a2f18476-e61c-4fc4-a4be-6dcad83328b7-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy M62 128GB 8GB RAM Bateria de 7.000mAh Tela 6.7'' 4G Câmera Quádrupla + Selfie 32MP - Preto;81;1749.1;https://www.americanas.com.br/produto/3511305551?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6107bc7852131c3c816b962e&buyboxToken=smartbuybox-acom-v2-f9bf4f9e-6ccd-48f7-a023-923e2fc45249-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Vermelho;234;721.05;https://www.americanas.com.br/produto/2891924708?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=606612270c0704426678f009&buyboxToken=smartbuybox-acom-v2-0d5e7f6d-3925-44d5-8faa-2e8f7ae8b134-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A22 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Branco;64;1281.07;https://www.americanas.com.br/produto/3518167649?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60feaddf52131c3c81f9e7d3&buyboxToken=smartbuybox-acom-v2-afabb15f-d12e-4d8c-9792-db3ea9fbbef7-2021-10-15 11:35:42-0300;Americanas
Smartphone Motorola Moto E7 Dual Chip Android 10 Tela 6.5” 64GB Câmera 48MP + 2MP Frontal 5MP – Cinza Metálico;52;835.05;https://www.americanas.com.br/produto/2945004078?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61294e3c09c351890d22e112&buyboxToken=smartbuybox-acom-v2-92c34808-2e94-4533-a0a4-256c3f476749-2021-10-15 11:28:31-0300;Americanas
Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud Lavender;0;2229.0;https://www.americanas.com.br/produto/3234384115?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a25e7752131c3c8106f535&buyboxToken=smartbuybox-acom-v2-94401447-4f26-4093-a00a-a8b1dbd7b5cd-2021-10-15 11:35:42-0300;Americanas
Smartphone Motorola Moto G9 Plus 128GB 4G Wi-Fi Tela 6.8'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 16MP - Azul Índigo;349;1509.1;https://www.americanas.com.br/produto/1972840661?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f5a1022cc79e88b862f4c56&buyboxToken=smartbuybox-acom-v2-2d8eaad9-523a-4412-b9f9-46611019aacc-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul;162;955.57;https://www.americanas.com.br/produto/2655733117?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6006c76b0c07044266e64b36&buyboxToken=smartbuybox-acom-v2-0ac31e89-823e-471f-8ef0-89e8ec546211-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy M62 128GB 8GB RAM Bateria de 7.000mAh Tela 6.7'' 4G Câmera Quádrupla + Selfie 32MP - Azul;0;1749.1;https://www.americanas.com.br/produto/3485484971?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6107bc7852131c3c816b96e1&buyboxToken=smartbuybox-acom-v2-7c9f012a-2e6b-4f25-8ced-a4d53023765a-2021-10-15 11:35:42-0300;Americanas
"Smartphone Motorola Moto E7 64GB Dual Chip Android 10 Tela 6.5"" Helio G25 Helio G25 (2,0 GHz Octa-Core) Câmera 48MP+2MP -  Cobre";48;835.05;https://www.americanas.com.br/produto/2910438925?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61423c5609c351890d66e9db&buyboxToken=smartbuybox-acom-v2-56260499-cb46-4a03-bb18-6000b3c762d5-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A01 Core 32GB 4G Wi-Fi Tela 5.3'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Preto;590;600.0;https://www.americanas.com.br/produto/1834712063?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615f052909c351890db46e7e&buyboxToken=smartbuybox-acom-v2-ea3b4ec6-7ae5-4089-b1ad-aa129dcce224-2021-10-15 11:35:23-0300;Americanas
Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud Mint;147;2229.0;https://www.americanas.com.br/produto/3234383059?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a25e7852131c3c8106f829&buyboxToken=smartbuybox-acom-v2-2b15ffd7-f144-4c30-af92-79ec82867823-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul;74;925.35;https://www.americanas.com.br/produto/3163815845?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60b7508e52131c3c8127c691&buyboxToken=smartbuybox-acom-v2-c205ffc7-68f7-4b99-b825-9373df512d03-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul;288;721.05;https://www.americanas.com.br/produto/2891924134?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=607054300c07044266b67052&buyboxToken=smartbuybox-acom-v2-7ef0270f-aa70-42be-80f6-08430fa6cffe-2021-10-15 11:35:42-0300;Americanas
Smartphone Motorola Moto G20 128GB 4G Wi-Fi Tela 6,5'' Dual Chip 4GB RAM Câmera Quadrupla + Selfie 13MP - Verde;9;1349.1;https://www.americanas.com.br/produto/3805073830?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613f667809c351890de966b1&buyboxToken=smartbuybox-acom-v2-62e6bcb9-67de-4419-8367-f14e2924448f-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Vermelho;110;924.1;https://www.americanas.com.br/produto/2655733635?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6006c8f00c07044266e9090e&buyboxToken=smartbuybox-acom-v2-71e0501e-f67a-417a-ba06-9dc066a2a257-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Preto;204;759.05;https://www.americanas.com.br/produto/2655733184?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6035155a0c07044266e1d647&buyboxToken=smartbuybox-acom-v2-a65d6337-8902-4fc7-b03b-10efe702818b-2021-10-15 11:35:42-0300;Americanas
Smartphone Motorola Moto  E7 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Aquamarine;15;684.0;https://www.americanas.com.br/produto/2626418177?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f1fab652131c3c81b91e93&buyboxToken=smartbuybox-acom-v2-0189bb72-7370-42c9-9224-b2d1e4e6b15b-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy M32 128GB 4G Wi-Fi Tela 6,4'' Dual Chip 6GB RAM Câmera Quadrupla + Selfie 20MP - Azul;0;1378.6;https://www.americanas.com.br/produto/3501167482?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6107bc8652131c3c816bb13b&buyboxToken=smartbuybox-acom-v2-dbdd95ba-fc1f-4720-8d7d-968e7cebe940-2021-10-15 11:35:42-0300;Americanas
Smartphone Motorola Moto E7 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Cinza Metálico;0;684.0;https://www.americanas.com.br/produto/2626417844?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d5e8c252131c3c815ef17c&buyboxToken=smartbuybox-acom-v2-4d6b9480-405c-42af-aaba-36aab1ffe9af-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy M32 128GB 4G Wi-Fi Tela 6,4'' Dual Chip 6GB RAM Câmera Quadrupla + Selfie 20MP - Preto;0;1393.16;https://www.americanas.com.br/produto/3501167474?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6107bc8652131c3c816bafda&buyboxToken=smartbuybox-acom-v2-4b1490e0-745b-4d48-9f1f-5e9eef095975-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A72 128GB 4G Wi-Fi Tela 6.7'' Dual Chip 6GB RAM Câmera Quádrupla + Selfie 32MP - Branco;172;2138.07;https://www.americanas.com.br/produto/2937116766?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=606c9b8c0c0704426641fbcf&buyboxToken=smartbuybox-acom-v2-4957700f-ace7-42dc-b600-74f088fde336-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A22 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Violeta;61;1281.07;https://www.americanas.com.br/produto/3518175041?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60feaddf52131c3c81f9e50c&buyboxToken=smartbuybox-acom-v2-0b77366b-8ca8-4d6a-a13c-2b1694ef8cf7-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A01 Core 32GB 4G Wi-Fi Tela 5.3'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Vermelho;310;616.55;https://www.americanas.com.br/produto/1834711968?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f63a6c61b186381b5b355f8&buyboxToken=smartbuybox-acom-v2-d43fc3b8-9c02-400f-b61c-bfc35d5ad08d-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A22 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Preto;0;1281.07;https://www.americanas.com.br/produto/3518165176?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60fb243d52131c3c819e2e0d&buyboxToken=smartbuybox-acom-v2-f6577cf9-cee9-4f1c-9e8e-afb635c6a21b-2021-10-15 11:35:42-0300;Americanas
Smartphone Moto G60 128GB 4G Wi-Fi Tela 6.8'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Champagne;71;2251.82;https://www.americanas.com.br/produto/3171319315?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f9850652131c3c81677d15&buyboxToken=smartbuybox-acom-v2-cbc9c1b6-2e4c-4ca4-8882-8cdc0bb64e78-2021-10-15 11:35:42-0300;Americanas
Smartphone LG K22 32GB 4G Wi-Fi Tela 6.2'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Vermelho;78;683.91;https://www.americanas.com.br/produto/1965289015?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f9079621b186381b5fd6a46&buyboxToken=smartbuybox-acom-v2-443c717f-e8fe-4833-a747-18e95fed2376-2021-10-15 11:31:25-0300;Americanas
Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Verde;52;938.21;https://www.americanas.com.br/produto/3163813452?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60b7508e52131c3c8127c763&buyboxToken=smartbuybox-acom-v2-250fbd8d-3603-40cf-b988-edc0f505df35-2021-10-15 11:35:42-0300;Americanas
Smartphone Motorola Moto E7 Plus 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Dupla + Selfie 8MP - Azul Navy;444;1044.05;https://www.americanas.com.br/produto/1966162104?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f5fd3861b186381b5561063&buyboxToken=smartbuybox-acom-v2-c9b63954-2083-4835-97d6-5047b79860aa-2021-10-15 11:35:42-0300;Americanas
Smartphone Motorola Moto G100 256GB 5G Wi-Fi Tela 6.7'' Dual Chip 12GB RAM Câmera Tripla + Selfie 16MP + 8MP - Luminous Ocean;103;3599.1;https://www.americanas.com.br/produto/2917267090?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=605ceb3f0c0704426676a610&buyboxToken=smartbuybox-acom-v2-e36b3569-0006-4b6a-a29b-93a664013cb2-2021-10-15 11:35:42-0300;Americanas
Smartphone Motorola Moto G9 Play 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Verde Turquesa;0;1199.0;https://www.americanas.com.br/produto/1972840872?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f5a08a4cc79e88b8626d73e&buyboxToken=smartbuybox-acom-v2-60576f3c-468e-4ee0-8de9-c3ebd86b7763-2021-10-15 11:35:42-0300;Americanas
Smartphone Samsung Galaxy A72 128GB 4G Wi-Fi Tela 6.7'' Dual Chip 6GB RAM Câmera Quádrupla + Selfie 32MP - Preto;299;2271.99;https://www.americanas.com.br/produto/2937116379?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=606c9b8c0c0704426641fa82&buyboxToken=smartbuybox-acom-v2-848703c9-efc4-4038-beb4-eea852f9dbb7-2021-10-15 11:35:54-0300;Americanas
Smartphone Samsung Galaxy A22 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Verde;0;1281.07;https://www.americanas.com.br/produto/3506791591?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60feadcf52131c3c81f9bbab&buyboxToken=smartbuybox-acom-v2-75d4d380-3906-4d05-93ea-b25aa66a862a-2021-10-15 11:35:54-0300;Americanas
Smartphone Samsung Galaxy M32 128GB 4G Wi-Fi Tela 6,4'' Dual Chip 6GB RAM Camera Quadrupla + Selfie 20MP - Branco;0;1392.75;https://www.americanas.com.br/produto/3519863582?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6107bc8752131c3c816bb4e7&buyboxToken=smartbuybox-acom-v2-2071a6ff-8434-454a-8e83-f1a3c36b0af9-2021-10-15 11:35:54-0300;Americanas
Smartphone asus Zenfone Max Pro M2, 6GB ram, 64GB, Titanium tela 6.26, 12MP + 5MP;10;881.39;https://www.americanas.com.br/produto/3866300995?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6139f8df09c351890de895e6&buyboxToken=smartbuybox-acom-v2-d5854e85-83b6-4a3a-be46-4664a8c0fbb7-2021-10-15 11:35:54-0300;Americanas
Smartphone Motorola Moto G60s 128GB 4G Wi-Fi Tela 6,8'' Dual Chip 6GB RAM Câmera Quádrupla + Selfie 16MP - Verde;3;1688.3;https://www.americanas.com.br/produto/3618529900?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6111172c549cd5594f14afc4&buyboxToken=smartbuybox-acom-v2-2ddcc9de-4882-40c6-b07e-d403f8b205dd-2021-10-15 11:35:54-0300;Americanas
Smartphone LG K22 32GB 4G Wi-Fi Tela 6.2'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Titânio;150;664.05;https://www.americanas.com.br/produto/1965289525?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fbc234a762ff367198807ed&buyboxToken=smartbuybox-acom-v2-1481cebc-b869-46c8-b12c-457cf7ea7263-2021-10-15 11:35:54-0300;Americanas
Smartphone Samsung Galaxy A01 Core 32GB 4G Wi-Fi Tela 5.3'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Azul;326;616.55;https://www.americanas.com.br/produto/1834712389?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f63a6bb1b186381b5b31a52&buyboxToken=smartbuybox-acom-v2-5a277cfd-552d-4623-b726-66a7c978a13b-2021-10-15 11:32:40-0300;Americanas
Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Vermelho;2;924.1;https://www.americanas.com.br/produto/3586823396?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611fce9a09c351890d547d49;Americanas
Smartphone Samsung Galaxy S20 Fe 256GB 4G Wi-Fi Tela 6.5'' Dual Chip 8GB RAM Câmera Tripla + Selfie 32MP - Cloud White;50;2679.1;https://www.americanas.com.br/produto/3234386751?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a25e7952131c3c8106f8ec&buyboxToken=smartbuybox-acom-v2-dc283817-ffcd-4030-8b68-43d00c91eea1-2021-10-15 11:32:52-0300;Americanas
Smartphone Moto G60 128GB 4G Wi-Fi Tela 6.8'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Azul;0;2184.05;https://www.americanas.com.br/produto/3177003864?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60da3d7b52131c3c81c309f3&buyboxToken=smartbuybox-acom-v2-5d217161-f60d-4d6d-921a-cad57ad59a27-2021-10-15 11:35:54-0300;Americanas
"Smartphone Positivo Twist 4 Fit 32GB Dual Chip Android 10 Tela 5"" Quad-Core 1,3 GHz 3G 8MP - Vermelho Rubber";48;429.0;https://www.americanas.com.br/produto/2973306508?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6058fb620c07044266504ede&buyboxToken=smartbuybox-acom-v2-04d895cb-e3ae-4a4a-9bd1-01f23644df5c-2021-10-15 11:35:54-0300;Americanas
